"gene","TCGA-73-4670-01A","TCGA-50-5931-01A","TCGA-93-8067-01A","TCGA-L9-A5IP-01A","TCGA-50-5068-01A","TCGA-67-3771-01A","TCGA-97-A4M5-01A","TCGA-86-6562-01A","TCGA-44-5645-01A","TCGA-55-8207-01A","TCGA-86-8358-01A","TCGA-69-8254-01A","TCGA-78-7150-01A","TCGA-50-5946-01A","TCGA-05-4418-01A","TCGA-91-6836-11A","TCGA-44-3398-11B","TCGA-91-6835-11A","TCGA-55-6971-11A","TCGA-44-6144-11A","TCGA-50-5932-11A","TCGA-50-5939-11A","TCGA-50-5930-11A","TCGA-68-A59I-01A","TCGA-33-A5GW-01A","TCGA-21-1070-01A","TCGA-22-5489-01A","TCGA-98-8023-01A","TCGA-96-A4JK-01A","TCGA-56-1622-01A","TCGA-39-5030-01A","TCGA-56-7223-01A","TCGA-33-6737-01A","TCGA-77-A5G6-01A","TCGA-85-8481-01A","TCGA-60-2710-01A","TCGA-O2-A52V-01A","TCGA-77-A5GH-01A","TCGA-22-5491-11A","TCGA-77-7337-11A","TCGA-56-8309-11A","TCGA-43-6647-11A","TCGA-56-7580-11A","TCGA-56-7823-11A","TCGA-77-7335-11A"
"FAM213B",10.964,9.8931,11.647,9.7258,10.3194,9.8565,10.994,10.8248,8.9913,9.8586,10.0726,11.0544,9.9312,10.211,9.9821,9.6704,10.1661,10.5522,9.7893,10.6013,9.9652,10.1388,9.714,9.318,11.2783,10.6646,10.4861,11.27,10.4574,9.6834,10.9001,9.3083,10.9018,10.9796,11.5162,10.2717,10.2737,11.6082,10.3946,9.5076,9.7851,9.9206,9.9128,10.0417,9.0746
"MMEL1",9.4827,8.1681,9.4311,8.0225,8.5431,8.1056,9.1583,8.8428,7.2448,8.0936,8.1921,8.6913,8.1276,8.5419,8.0246,8.022,8.512,8.5261,8.0615,9.0218,8.4559,8.4717,8.0706,7.7007,9.4279,8.5288,8.4175,9.3061,8.4974,8.0006,8.7486,7.4919,8.873,9.0019,9.4383,8.2056,8.3576,9.3305,8.6351,7.9138,8.2609,8.238,8.3454,8.1821,7.6957
"TTC34",5.9636,6.7155,6.4195,6.4878,6.3149,6.8893,7.3808,6.3193,7.0282,6.7478,6.7796,7.392,6.0962,6.53,6.2986,7.0373,7.3052,8.66,6.767,6.69,6.7964,6.4171,6.4212,6.5632,6.6588,6.6302,6.3457,6.6766,7.1784,6.4802,6.5115,6.9598,5.9759,6.6249,6.0999,6.6616,7.1103,6.7093,6.6521,6.7952,8.2562,6.9058,6.7853,7.3495,5.9518
"PRDM16",8.4387,6.8409,8.5331,6.6265,8.123,6.608,8.4759,7.4816,10.166,8.8311,8.4716,10.52,6.6251,6.3211,6.396,9.987,9.6214,9.8303,10.4258,9.8468,10.0673,10.2524,9.8996,7.4312,7.2409,7.0096,7.3706,6.5269,8.4667,6.5235,6.9337,8.4296,7.7167,6.7514,6.6788,8.0602,6.4061,6.8686,9.9356,9.7835,9.4832,10.0145,9.3992,9.2995,8.8818
"ARHGEF16",12.114,9.912,11.3271,11.1443,9.2001,10.3412,10.9419,9.8349,9.773,9.8475,10.51,10.8388,10.6409,10.6279,11.9546,8.8821,8.5489,9.2589,9.1398,9.0247,8.7399,8.6472,8.8462,10.0111,10.9553,10.8108,9.1299,9.4828,10.0919,8.6001,9.8634,9.8031,11.7779,10.5449,10.766,10.8529,11.3744,10.9774,9.2745,8.3733,9.0424,8.8926,8.2649,8.9959,7.8645
"MEGF6",10.6065,9.1103,10.2441,9.3776,9.6856,8.9356,11.09,9.8896,11.0427,11.0569,8.9672,11.4812,10.2089,10.3927,11.7523,10.2255,11.1234,11.3164,11.2714,10.6939,11.3635,11.322,11.0615,10.5791,10.1889,9.944,10.0706,10.3367,10.6228,8.3648,11.1,8.049,10.5457,11.344,11.7081,10.917,10.6198,11.3465,11.4957,9.9705,10.9313,11.1731,10.6093,11.5433,8.8419
"TPRG1L",11.5464,11.2549,11.3682,10.8517,11.1474,11.3675,11.1801,10.8777,11.2278,11.1813,10.1417,11.7606,10.6502,11.2018,11.0673,11.3959,11.5769,11.6975,11.1754,11.4548,11.5478,11.4675,11.7107,11.4558,12.1592,11.2561,11.2656,11.016,10.7178,10.2761,12.0301,10.1767,11.2487,11.0937,12.1813,12.0496,11.7295,11.9283,11.9493,11.5835,11.6075,11.6156,11.2982,11.2615,11.8073
"WRAP73",10.3866,10.4707,10.0733,9.8775,10.2888,9.4802,9.9227,9.1988,9.7628,9.2864,10.0692,9.3715,9.4756,9.7242,10.4399,9.1866,9.1713,9.1406,9.4747,9.4136,9.2072,8.9433,9.2632,10.7224,10.0916,9.7303,9.8035,10.2358,10.0236,9.0123,10.1969,9.4021,10.1207,10.1227,10.2834,10.2051,10.3812,10.4351,9.0664,9.2653,9.4375,9.0986,9.2477,9.431,9.0073
"TP73",7.3055,9.7473,9.6534,7.8364,7.5793,6.6952,9.0643,8.2379,8.3784,7.2978,8.7773,8.6804,7.1439,7.5629,8.7941,7.9863,8.733,10.8403,7.2157,6.831,7.4345,7.0019,6.9525,10.3938,10.3143,10.2362,10.872,11.1321,9.0202,8.8762,11.9207,7.8322,6.9159,11.6324,10.3055,11.466,10.1206,11.7971,6.7689,7.3594,9.8829,7.4704,6.9848,8.6301,7.1286
"CCDC27",6.9209,6.9976,6.4457,6.688,6.5099,6.8337,6.8375,6.8293,7.427,6.9364,6.9433,6.8883,6.8831,6.8179,6.6705,6.9269,6.9799,6.9249,6.929,7.0509,7.0106,7.0421,6.9209,6.6265,6.4714,6.3514,6.8121,6.3096,6.7564,6.4576,6.6318,6.9478,6.4914,6.8165,6.5061,6.897,6.8156,6.5366,6.8562,6.7791,6.8217,7.1827,6.918,6.8277,6.8087
"SMIM1",6.9373,7.2374,7.541,6.7267,8.8209,7.0515,7.1724,7.919,7.3544,7.8915,6.6783,7.4581,7.7252,6.9146,7.9783,6.9556,7.3694,7.2275,7.356,7.5295,6.9163,7.1894,7.4765,6.4944,6.5469,6.3792,6.7948,6.7517,6.6556,6.1744,6.7169,6.8048,6.8793,6.5432,7.2915,6.8687,6.901,6.6555,7.6854,7.0091,7.0037,7.1351,7.1632,7.0431,7.1286
"LRRC47",11.4468,11.4607,11.3761,10.8314,10.405,10.6509,11.1299,10.9394,11.0301,10.7291,10.803,10.8509,10.9842,11.1497,10.9413,10.6212,10.762,10.7896,10.7155,10.7723,10.7477,10.6238,10.9673,11.6783,11.5653,10.6944,10.9742,10.9103,10.8823,10.4275,11.0826,10.7941,11.1677,11.6785,11.2089,11.2609,11.2648,11.4197,11.0194,10.6637,10.7659,10.8769,10.5461,10.5839,10.467
"CEP104",10.7001,10.4501,10.6271,10.1441,9.2028,10.1817,10.3681,10.4815,11.0279,10.0957,10.5762,10.746,10.3378,10.3907,9.9161,10.4926,10.3283,10.4288,10.4465,10.6884,10.7321,10.5703,10.4787,10.8267,10.495,10.1654,10.1955,9.7764,10.1583,9.9714,10.3359,10.354,10.492,9.6571,10.7818,10.5705,10.7862,10.4993,10.3436,10.692,10.2874,10.5322,10.2747,10.4784,9.9399
"DFFB",8.6673,8.0834,7.8929,7.8576,8.4916,7.6926,8.7733,8.2245,8.3784,7.713,8.4158,8.6507,7.435,7.8489,8.3519,7.9863,7.8938,8.0788,8.2163,8.0775,7.8727,7.8057,7.8409,8.5591,7.7456,8.1116,8.267,8.1786,8.1446,7.036,8.1408,8.2142,8.7007,7.6605,7.8392,7.6691,8.5155,8.6274,7.8806,8.1009,7.9881,7.6645,8.1345,7.8596,7.5461
"C1orf174",10.6689,9.9032,9.752,9.554,10.879,9.7881,9.5745,9.5229,9.5744,8.8631,9.5174,9.6638,10.1452,9.7273,10.3453,9.3151,9.2642,9.2264,9.4704,9.3618,9.3745,9.1491,9.3452,9.6394,10.361,9.5766,10.2798,9.4285,9.7862,9.2771,10.0256,9.5663,10.1929,10.2069,9.9689,9.6842,10.0753,10.2591,9.1852,9.4073,9.4948,9.2318,9.6645,9.3362,9.838
"AJAP1",6.3381,6.7733,6.3641,6.7819,6.2816,6.2013,7.3641,6.5277,6.7289,6.9364,6.3157,6.9332,6.2114,5.9298,6.5328,7.0759,6.9413,7.6797,6.2751,6.9967,8.7499,7.9691,6.6436,6.7927,6.1311,6.3514,7.8839,6.2416,7.25,6.0949,6.6964,11.3904,6.5473,7.2157,7.7229,6.567,7.0529,7.3553,7.1705,7.4933,7.3047,7.3147,6.9848,7.3308,6.6606
"NPHP4",9.2915,9.6376,10.1223,9.3419,8.1287,9.2824,9.666,9.0825,9.6316,9.2603,10.0424,9.6019,8.8145,9.9267,8.891,9.1084,9.4549,10.1792,9.276,9.4592,9.2865,9.2455,9.1073,9.1413,8.917,8.5328,9.0991,9.4017,9.6246,8.2554,9.3157,9.5663,8.4105,8.762,9.3097,9.452,8.63,9.6181,9.254,9.1531,9.9295,9.7697,9.2454,9.4389,8.4561
"KCNAB2",8.8744,9.5335,9.6043,10.6343,9.4086,10.637,10.9432,9.7449,9.4747,10.0607,10.9831,10.1521,8.6454,8.7693,9.7382,11.4598,11.3229,10.0921,11.5261,11.4639,11.1171,11.43,11.6776,9.8924,9.6167,9.9942,10.1241,10.5113,10.008,7.9037,11.019,9.4039,9.3393,8.7114,9.4607,10.5268,9.3198,10.7888,10.6267,10.5464,11.5539,11.5235,11.2269,11.6088,10.1132
"CHD5",5.9636,6.3203,6.013,6.0205,5.6565,7.3269,6.2806,5.9901,6.2159,6.0632,9.3931,6.0671,5.8538,5.8499,5.9612,6.0649,6.3813,6.3196,5.6565,6.4222,6.4244,6.9458,6.6217,6.3028,6.2171,6.1502,6.1236,5.9506,7.0673,6.0489,6.0311,6.5091,5.8826,6.585,6.7009,6.05,6.0468,6.055,6.0223,6.145,6.2509,6.4955,6.4167,6.3073,6.0733
"RPL22",14.4524,13.5673,13.3963,12.725,12.8999,12.3281,12.855,12.9102,12.9503,13.3961,12.1417,12.4756,12.8646,13.2794,13.4979,13.2292,13.1331,13.0765,12.9231,13.0857,12.8615,12.9671,13.1641,12.9988,13.8845,13.0098,13.0574,12.9415,12.1157,12.3071,12.4193,12.7609,13.732,13.3412,12.9125,12.5952,12.1237,13.1234,13.2361,13.0597,12.549,12.7107,13.0825,12.6277,13.6566
"RNF207",9.3021,8.431,8.0474,9.4101,8.6484,9.3568,8.8415,8.1076,9.0346,8.7166,8.3008,9.0719,8.8745,9.7821,10.4316,8.0161,7.8519,8.8751,8.5973,8.2601,7.9402,7.6268,7.7171,10.1512,9.4139,9.4255,8.3896,10.1407,9.492,7.8118,8.8459,7.5362,9.0675,8.6518,9.7032,7.8298,9.1545,10.7936,7.8163,7.9259,8.7038,7.8397,8.7265,8.2577,7.3556
"ICMT",13.0872,11.6595,12.0734,11.866,11.3069,11.6695,11.4813,12.2463,12.0165,11.5333,12.2131,11.5634,12.3025,12.3508,12.1578,11.2832,11.6899,11.9887,11.4756,11.8446,11.788,11.6589,11.8238,12.272,12.6152,11.9528,11.7949,11.6768,11.7812,12.0513,11.8746,11.2865,12.1442,11.5717,12.9704,12.359,11.1854,11.7951,11.6794,11.7919,11.6674,11.7457,11.7086,11.5929,11.6037
"GPR153",10.1313,8.504,11.1712,11.1354,8.6755,9.8364,11.2515,10.2169,8.5984,9.3882,9.5796,8.3919,8.8774,8.5773,10.8391,9.6685,10.3745,9.723,9.5393,9.8287,10.4554,10.865,9.7179,9.6709,9.8367,10.8291,9.505,9.9739,9.4345,8.6142,9.8365,8.7394,11.9947,9.5434,12.0101,10.183,9.2748,8.6453,9.6251,9.9536,9.8008,10.2953,9.8794,9.7733,9.9829
"ACOT7",9.9998,10.5396,10.5704,10.5765,9.7373,10.0124,9.5478,9.3848,9.2625,9.3684,9.8999,9.1815,9.7027,9.7534,11.3659,10.0591,9.7534,9.6948,9.6491,9.8484,10.0408,9.5708,10.728,11.2139,10.7828,10.953,11.0253,9.5993,10.4774,10.76,11.1666,10.3616,11.1442,9.477,12.1145,11.6762,10.9917,11.1373,9.6683,10.0497,10.5025,9.8035,9.7147,9.8527,9.1767
"HES2",11.1641,8.3,6.9642,7.8002,6.6647,7.2994,8.1973,7.3478,6.5498,6.9364,6.5277,7.2368,6.8398,6.2333,8.3872,8.4423,7.3514,8.9301,7.7676,8.25,7.0852,6.6039,7.4365,10.5917,11.5167,12.1784,7.5334,9.6906,9.8164,7.6426,9.085,6.9598,9.2023,9.3582,9.6458,9.3082,9.8436,10.5051,6.9364,6.9427,8.444,7.3353,7.141,7.2925,6.8087
"ESPN",7.9526,10.154,7.6244,7.0046,7.6135,9.5627,8.7169,7.9302,7.7587,8.6483,10.2157,7.9965,7.6259,7.6837,7.0494,7.1374,7.8579,9.5951,7.0287,6.879,6.9577,6.8235,6.7832,9.6654,10.3909,11.1759,8.7728,10.7111,11.0978,9.6551,9.2788,7.0624,7.0661,8.6661,10.9135,9.2509,10.1946,10.6565,6.7689,6.5805,9.0344,6.9207,6.6307,7.9377,6.7
"TNFRSF25",7.2938,10.6897,8.2427,8.1183,9.1842,9.6734,8.9013,7.9687,8.8284,7.9106,9.9259,8.0145,7.542,10.3621,8.4312,7.4679,7.6335,8.0888,7.9063,7.9761,7.4521,7.3602,6.9209,10.4681,9.2075,10.3418,7.944,11.2669,10.021,8.1949,8.9131,8.3459,8.0842,9.8499,9.49,8.2291,8.674,10.391,7.3213,7.1074,8.139,7.1592,7.8473,8.7251,6.5981
"PLEKHG5",8.8309,10.8129,9.8715,9.0039,7.9461,10.7716,10.0243,9.3124,8.3156,8.9549,11.3847,8.1011,8.589,8.999,8.8487,8.8111,9.1213,9.1999,9.0763,9.3081,8.99,9.4822,8.4848,10.9331,10.3969,11.014,10.024,10.2804,10.4999,9.5736,9.6416,9.3778,8.8058,10.7251,10.9472,9.8474,9.817,10.9627,9.327,8.4076,9.0397,9.0398,8.8191,10.2051,7.801
"NOL9",9.8261,10.6285,9.9108,9.4123,8.8584,10.145,9.8205,9.8646,10.777,9.5934,9.9964,9.78,9.9766,10.2449,9.606,9.9928,9.8454,10.0185,10.1331,9.8087,9.9265,9.7692,9.9625,10.3793,9.9682,11.0896,9.937,9.9057,9.6365,9.47,10.0814,10.0303,10.5349,10.0931,9.7156,10.2246,9.5402,9.9396,10.1746,9.9677,9.3285,9.9496,10.0919,9.6436,9.1979
"ZBTB48",9.2835,9.8777,10.1007,9.2525,9.6552,10.1097,10.1145,8.8991,9.6947,9.6381,9.471,9.5512,8.9179,9.9888,9.2851,9.3174,9.273,9.5204,9.5022,9.5881,9.1384,9.2083,9.3023,10.4459,9.7942,10.268,9.4352,9.5676,9.4826,8.8733,9.4542,9.2353,9.3476,9.9308,9.6969,9.5791,9.793,9.8695,9.3172,9.1506,9.9634,9.4294,9.0469,9.421,8.4561
"KLHL21",10.637,11.6293,10.9662,11.6218,9.1186,11.215,10.4799,9.8118,11.2297,9.9307,9.3608,10.1882,9.9157,10.3431,10.2864,10.2962,10.8798,10.6447,10.6284,10.5148,10.584,10.4737,10.8708,11.6063,12.3643,12.6165,11.0008,11.3319,11.9827,10.2271,11.4932,10.005,10.6828,10.9971,11.6543,12.4204,10.6443,11.808,10.7105,10.4432,10.4684,10.7117,10.4228,10.3147,9.7834
"PHF13",9.9604,10.8559,10.7341,9.5331,9.2946,10.248,9.2896,10.1076,9.5209,9.9544,10.4033,9.2976,9.6577,10.9031,9.5526,9.1164,9.7155,9.4678,9.4532,9.3387,9.4472,9.8389,9.7853,10.7928,10.8627,11.288,10.0692,9.7833,10.1536,10.3703,10.472,9.9855,10.3915,10.7031,10.6272,11.1363,9.9855,11.0351,9.5908,9.5923,9.5574,9.9853,9.5784,10.014,9.3775
"THAP3",11.0057,10.7013,10.6679,10.2539,10.7235,10.1554,10.7062,10.0802,9.9063,9.9141,9.9332,9.8381,10.4346,10.1706,10.5944,9.9383,10.0237,10.0109,9.9418,10.1329,9.9595,9.7085,10.3475,10.7776,10.433,10.8401,10.1542,10.5421,10.17,9.561,10.3321,10.098,10.56,10.6199,10.569,10.1401,9.8682,10.7267,10.1568,9.9536,10.0955,9.9631,9.937,9.8166,9.853
"DNAJC11",11.552,11.3977,11.4466,10.9963,9.5013,10.9362,11.2967,10.6686,10.5723,10.5482,10.8149,10.6787,11.1953,10.9085,10.9346,10.5017,10.4646,10.5107,10.4637,10.6535,10.5959,10.604,10.5927,11.3892,10.8948,11.7064,10.7891,11.0472,10.8476,10.4037,11.0628,11.1653,10.9951,11.281,11.1673,11.0025,10.6189,11.4141,10.5313,10.4116,10.4204,10.71,10.3964,10.4453,10.0495
"CAMTA1",10.2117,10.7851,10.1116,9.4463,11.018,9.6275,9.7751,9.8306,9.7982,10.0931,10.1574,9.7458,9.489,10.0789,9.4534,9.8833,9.8263,9.6742,9.7961,10.1005,9.7094,9.9374,10.2154,10.0326,9.7505,11.236,10.276,9.7799,9.738,9.6001,10.1086,9.7106,10.0815,10.2177,10.2003,10.1364,9.7778,10.3858,9.926,10.2431,9.9466,9.872,9.6387,10.3445,10.1269
"VAMP3",12.3513,11.649,12.2546,11.4637,12.2842,12.0088,11.799,12.0391,11.8234,12.2488,11.0367,11.8712,12.0387,11.5038,12.3597,12.4663,12.4133,12.0008,12.2023,12.5034,12.6608,12.4483,12.4648,11.7563,11.1603,12.3282,11.5654,11.1482,10.8396,11.3448,11.9846,11.0053,11.468,11.947,12.3779,12.1035,11.4284,12.0085,12.5584,12.7786,12.1814,12.329,12.4189,12.3039,13.0393
"PER3",7.4272,10.5836,9.2288,7.4856,9.7153,9.9552,10.7782,11.2064,11.5271,10.875,11.5679,10.9115,9.5614,10.4998,7.7752,10.9603,10.3147,10.9978,10.6024,11.6053,11.7797,10.5076,9.7576,11.0728,9.7072,9.8737,9.4705,9.0735,9.0228,10.0284,9.6437,8.9731,7.1557,10.6298,10.4538,10.0308,10.5931,10.3085,10.1921,10.3665,9.8379,11.0989,10.5191,11.3539,11.1077
"UTS2",6.3707,8.3689,8.3956,6.4077,7.6631,7.79,8.58,8.9372,8.9736,8.4842,9.1345,9.1076,7.51,8.1032,6.7318,8.6611,8.121,8.6956,8.4333,9.0305,9.3787,8.1793,8.0952,8.8214,7.6136,8.1222,7.4208,7.286,7.2891,7.8918,8.2506,7.1857,6.2913,8.3666,8.1433,7.8171,8.3492,8.0851,8.0867,8.2838,7.758,8.5619,8.2417,8.8803,8.9238
"TNFRSF9",7.5568,6.6377,7.3947,7.4761,8.9144,8.2415,7.2947,6.9243,8.4896,7.1436,7.4544,7.4303,7.435,7.0027,8.3671,7.0108,6.8451,6.963,7.3862,6.9541,6.5399,7.2345,6.726,7.9548,6.3873,8.7515,9.477,9.9293,7.615,6.921,10.2519,6.2493,7.6035,6.717,8.2872,8.5148,8.07,10.4229,7.0801,7.4848,6.9098,7.8329,7.1298,7.368,7.1411
"PARK7",13.4546,12.7968,12.7793,12.4394,13.579,12.0514,12.0288,12.2366,12.2266,12.4027,11.6874,12.294,12.4093,12.0766,12.9935,11.9514,11.9793,12.1414,11.7127,12.2051,11.7271,11.8857,12.0914,12.3259,11.969,12.1051,12.4578,12.2674,11.6588,11.7502,12.6019,11.9375,13.0577,11.9125,12.7758,12.1614,11.5835,12.6925,12.3726,11.9361,12.1496,11.9168,12.0041,11.9754,12.7851
"ERRFI1",15.7081,11.8551,14.9336,14.1055,13.0396,13.0434,12.128,12.732,11.9813,15.039,11.1187,13.3107,13.7833,13.7704,14.7324,12.5721,12.0678,12.0345,11.8673,12.6775,12.0842,13.1603,12.2754,13.9017,8.8834,11.8582,10.4303,9.531,10.3029,13.6085,10.408,10.0911,13.3304,11.0833,14.5124,11.7829,11.1398,12.0476,12.2379,11.7312,12.0822,12.4852,11.0728,12.3529,11.7248
"SLC45A1",8.4819,7.4657,7.8047,6.688,7.4988,7.3888,6.8375,6.8847,6.4801,7.277,7.2625,6.6656,7.5261,7.4457,6.7318,6.641,7.1105,7.2177,6.8987,7.2219,7.2627,7.1059,7.5152,7.4591,6.2553,6.2597,7.4784,6.787,6.9567,6.6588,7.1657,7.2518,6.5199,6.2883,8.5364,6.9108,7.0877,7.226,7.5397,7.1758,6.9907,7.325,7.3548,7.0552,6.8587
"RERE",11.9635,12.6153,12.9244,11.6516,9.9128,12.1812,12.2181,12.2391,11.1837,12.062,12.5691,12.581,12.111,12.6002,11.3429,12.2009,12.2521,12.2219,12.2787,12.4236,12.4658,12.7559,12.5402,12.4061,11.2148,11.9815,11.6387,11.7134,11.8222,11.5488,11.9777,13.7506,11.7334,12.1473,12.5347,12.5801,10.987,11.9693,12.3364,12.2478,12.3221,12.7473,12.2278,12.1683,11.4602
"ENO1",17.2565,16.5793,16.5636,16.2895,15.4735,16.15,15.1826,15.7778,15.2634,15.4184,16.0157,14.9001,15.8357,15.5276,16.657,14.668,14.5207,14.759,14.3634,14.8512,14.5756,14.1889,14.9051,15.9536,15.2469,15.9618,15.9272,15.8404,16.1818,15.1574,15.9124,15.4714,16.5997,16.4346,16.5462,16.2092,15.4131,16.168,14.7454,14.3115,14.35,14.9581,14.7316,14.6147,14.5863
"SLC2A5",9.5662,7.4432,7.9124,7.6851,9.0989,10.3473,7.4918,8.8796,8.0744,8.626,8.6175,7.5208,8.8206,6.9276,9.5128,7.0108,6.8306,6.7082,6.5011,6.7454,6.6017,6.5612,6.4494,9.3821,7.3427,8.7615,9.524,9.5473,8.945,7.0833,10.1425,6.6531,8.3724,8.5204,9.119,8.9261,9.1354,9.958,6.9667,6.9962,6.7905,6.6478,8.8496,6.9544,6.6606
"GPR157",11.377,9.1895,12.0997,9.4816,8.4381,9.4004,10.1259,9.8133,9.6147,8.8694,10.0458,9.113,10.9258,9.271,10.2521,9.9202,9.6214,9.3074,9.9169,9.6936,9.951,9.565,9.7483,12.8269,9.9425,10.7964,8.8525,8.9551,8.4783,7.7401,9.3566,7.6927,10.5789,9.0859,10.7226,10.0018,9.8155,9.4518,9.8632,10.039,9.1226,9.6959,9.6696,9.6641,8.8786
"H6PD",12.0604,12.5901,11.5964,11.6976,9.9272,12.1364,12.068,12.3203,12.7135,11.495,10.4861,12.2524,12.5751,11.7331,11.1692,12.4322,12.8939,13.0806,12.534,12.5376,12.4428,12.8795,12.6078,12.1522,11.8547,11.3399,12.1626,12.1535,11.438,10.5964,12.0978,10.2867,11.6304,12.1846,12.127,13.1559,11.5383,12.366,12.4376,12.1801,12.0725,12.8253,13.2064,12.2226,11.1774
"SPSB1",11.0089,11.0903,11.4756,10.7811,10.4163,11.2128,10.3068,11.35,10.5458,11.5441,9.9357,10.1754,11.4198,10.4111,11.0029,9.1713,9.8248,10.4532,9.3313,9.94,9.9193,10.0812,10.6041,11.7687,11.4743,10.8603,11.2706,11.3657,11.8219,10.2294,11.5546,9.6229,10.8259,9.7477,11.9825,11.6518,10.796,11.878,9.7158,9.4979,10.3666,11.1272,9.3511,10.556,9.0428
"SLC25A33",8.724,9.902,8.4488,7.7554,9.2392,9.0121,7.908,8.2555,8.4252,7.7635,8.5513,8.2085,9.0168,8.6944,8.7487,8.2826,7.9402,7.8145,7.9324,7.8527,7.9402,8.5502,8.1664,9.6962,8.5849,8.1998,8.399,8.2925,8.7627,8.9164,8.7291,8.5733,8.5965,9.0323,8.3646,9.1115,8.3783,9.1738,8.3663,8.1528,7.7782,8.5739,7.5677,8.4742,8.2137
"TMEM201",10.0999,10.7477,9.803,9.3752,7.959,9.1652,9.5495,9.2077,8.61,8.4965,10.264,8.8625,9.3107,9.7273,9.001,8.7945,9.1713,9.2088,8.9183,8.7534,9.1559,9.1854,8.9453,9.7646,10.1404,10.2633,10.1199,10.0703,10.5457,9.7306,10.215,9.5261,10.1929,10.4032,10.4771,11.3153,9.5474,9.7113,9.3393,8.6512,8.7764,9.3328,8.7941,9.2973,8.1373
"PIK3CD",9.1402,9.6452,9.6973,9.3634,9.5803,9.9163,10.3441,10.1667,10.5384,9.8897,9.0533,9.6038,9.4366,9.7258,10.0683,10.6268,10.6522,10.4864,10.3537,10.3463,10.0933,10.1879,9.8723,11.1435,9.0712,10.7253,11.2556,10.8889,10.3634,8.5966,11.4491,8.2692,9.4995,9.4052,11.5426,10.525,10.0766,10.4127,10.3981,10.6445,10.1652,10.5729,10.7465,10.3892,9.9814
"CLSTN1",13.2603,13.9172,13.9604,13.2361,10.8913,12.9815,12.3305,13.0923,12.9494,12.5092,12.769,13.042,12.7201,13.857,12.702,12.2469,12.9393,13.4077,12.2757,12.4173,12.7305,12.524,12.469,14.8771,13.4572,13.776,14.2321,13.3385,13.7693,13.8654,14.4034,12.2086,12.1291,14.3413,16.1389,15.2669,14.2019,13.4456,12.6605,12.4392,12.8932,12.72,12.6725,12.5513,11.8967
"CTNNBIP1",11.0161,11.1436,10.3438,9.4192,11.5277,9.6457,10.4223,10.8797,10.3975,11.0562,10.1172,11.3521,9.7887,10.1149,10.6794,11.3013,10.954,10.4212,11.2096,11.4142,11.2222,11.4018,11.6981,11.3898,10.878,11.5663,11.0481,10.6,10.3655,10.822,11.0419,9.2723,9.7744,11.7287,11.8783,11.9175,10.1314,10.9732,12.031,11.3788,11.2522,11.3643,10.6984,11.1405,11.1098
"LZIC",10.3565,9.6766,10.0692,9.4773,10.12,10.0965,9.4892,9.7735,10.3942,9.7694,9.7789,9.8381,10.2521,10.1717,9.9245,9.7323,9.4834,9.5258,9.4896,9.4311,9.6787,9.6707,9.2711,10.3236,9.2317,9.9657,9.8325,9.0506,9.5162,9.1604,9.8775,9.7961,10.1335,10.5373,9.9409,10.1712,9.6796,9.6894,9.254,9.6843,9.5026,9.55,9.6473,9.431,10.2288
"NMNAT1",9.4014,8.6209,8.9358,8.6677,9.8235,7.6089,8.6644,8.5642,8.9736,8.5007,7.845,8.7931,8.2932,7.6972,8.357,8.7878,8.6406,8.7114,8.6669,8.8354,8.5884,8.5781,8.4238,9.1172,8.6427,8.5601,8.3124,8.3791,7.6002,8.4504,8.9027,7.5434,7.9776,8.8549,8.9455,8.7516,7.8994,9.0491,8.6027,8.6758,8.6344,8.5088,9.1775,8.5764,8.6699
"RBP7",6.9849,7.606,6.6069,6.5601,7.9063,8.2983,6.8776,6.9749,6.9011,7.6756,7.919,6.8088,7.956,6.6941,7.7025,8.0738,8.497,7.5213,7.4059,7.2105,7.9342,8.2952,7.4863,7.6622,8.0455,7.3566,7.6853,7.2075,9.3101,6.5235,6.9173,6.8048,6.8218,6.9625,7.2539,9.1385,7.8083,6.7763,7.8236,7.8322,7.5599,8.2431,7.8906,7.4978,8.3546
"UBE4B",11.606,11.781,11.8167,11.0646,9.5844,11.4599,10.9885,10.9909,10.8652,10.979,10.6025,10.9069,11.1571,11.685,10.2264,11.0538,10.9391,10.8761,10.9776,10.9158,10.9442,11.1335,10.7985,12.3123,11.0119,11.2241,11.1245,11.2458,11.3381,10.9473,11.572,11.3404,11.4931,11.9758,11.5079,12.0122,10.9146,11.7255,10.8615,10.8834,10.486,10.8856,11.1349,10.8243,10.4096
"KIF1B",12.317,10.9806,12.3394,10.9979,9.324,11.4288,11.1626,11.8217,12.1325,11.0139,11.983,11.4931,11.4406,12.0934,10.3327,11.1383,11.115,11.1329,11.5665,11.6244,11.526,11.4612,11.2512,11.9761,10.6751,11.3514,11.3838,10.7997,11.4635,11.1307,11.2649,11.8708,11.7901,11.4548,11.3228,11.971,11.3479,10.862,11.1962,11.5127,10.9305,11.8595,11.4523,11.3497,10.6676
"PGD",15.4437,12.9178,14.6951,14.2407,11.3694,14.3912,12.739,12.2364,11.1951,11.5702,14.0932,11.5824,14.6016,11.7956,15.3407,12.8754,12.162,11.6896,12.2932,12.9254,12.1273,12.2881,12.873,13.3181,15.495,13.5018,12.9745,11.9477,14.2696,12.4751,12.9743,14.5439,16.37,12.9469,12.5919,14.1082,13.406,12.4674,11.8295,12.2112,12.7985,12.5309,12.05,12.47,12.4239
