"gene","logFC","AveExpr","t","pvalue","padj"
"GENE1716",-0.2087,6.4833,-0.3814,0.715,0.9879
"GENE1717",-0.4382,4.8206,-2.0704,0.06703,0.4906
"GENE1718",1.3868,7.7363,5.4615,0.0003212,0.01004
"GENE1719",0.6787,7.0353,2.093,0.06953,0.5002
"GENE1720",-0.1984,7.4726,-0.3893,0.7054,0.9879
"GENE1721",-0.7525,8.5819,-1.3839,0.1966,0.7711
"GENE1722",0.0628,3.265,0.3076,0.7647,0.9888
"GENE1723",-0.2667,8.3087,-0.3753,0.7168,0.9879
"GENE1724",0.064,5.4808,0.2808,0.7846,0.9888
"GENE1725",-0.1988,4.299,-0.9138,0.3827,0.8962
"GENE1726",0.3704,2.618,2.9048,0.01574,0.2018
"GENE1727",-0.1966,4.2593,-1.086,0.3031,0.8732
"GENE1728",0.2894,4.9271,0.4313,0.6755,0.9879
"GENE1729",1.1844,2.5076,5.5334,0.0002523,0.008553
"GENE1730",0.418,5.3257,0.9364,0.3728,0.894
"GENE1731",0.6857,6.7612,0.9885,0.3462,0.8845
"GENE1732",-0.8737,2.7761,-2.3025,0.0442,0.3947
"GENE1733",-0.6533,6.3187,-0.9585,0.3627,0.8914
"GENE1734",0.4274,3.209,0.9,0.3977,0.9008
"GENE1735",3.9751,6.8649,7.8677,4.443e-05,0.002614
"GENE1736",-0.6623,7.6599,-1.619,0.1456,0.6783
"GENE1737",-0.0554,1.5353,-0.1813,0.8598,0.9888
"GENE1738",-0.1663,10.6992,-0.783,0.4518,0.9155
"GENE1739",0.5399,3.3165,2.3365,0.04941,0.4117
"GENE1740",-0.1692,7.425,-0.2644,0.7989,0.9888
"GENE1741",-1.2021,9.7683,-2.5202,0.03042,0.3057
"GENE1742",0.464,3.7094,1.3085,0.2202,0.8019
"GENE1743",-0.0196,4.3854,-0.0554,0.9569,0.9908
"GENE1744",-0.2252,8.3694,-1.0002,0.3495,0.8848
"GENE1745",-0.4542,5.007,-1.7866,0.1054,0.6048
"GENE1746",-0.0296,3.9985,-0.0619,0.9522,0.9908
"GENE1747",-0.2512,9.2108,-0.8045,0.4407,0.9106
"GENE1748",-0.0184,9.2908,-0.0877,0.932,0.9908
"GENE1749",0.7821,5.5748,1.5621,0.1506,0.6861
"GENE1750",0.0629,10.6459,0.3477,0.7355,0.9888
"GENE1751",1.4108,10.4955,5.1973,0.0004321,0.01234
"GENE1752",-0.3516,6.0547,-1.0747,0.3081,0.8739
"GENE1753",-0.1002,4.3687,-0.2219,0.8292,0.9888
"GENE1754",0.4811,4.4669,0.9988,0.3415,0.8835
"GENE1755",0.0835,8.1701,0.2841,0.7822,0.9888
"GENE1756",-0.2323,7.5311,-0.4868,0.6438,0.9793
"GENE1757",-0.2211,7.4813,-0.4914,0.6338,0.9745
"GENE1758",-0.1123,5.8927,-0.5298,0.6081,0.9745
"GENE1759",0.1658,6.2203,0.1781,0.8631,0.9888
"GENE1760",0.1835,4.7397,0.6659,0.5206,0.9487
"GENE1761",3.3878,9.9948,6.9276,0.0001771,0.006811
"GENE1762",0.746,5.4942,2.7174,0.02555,0.2779
"GENE1763",2.5011,11.3117,10.42,1.748e-06,0.0003884
"GENE1764",0.1925,7.3,0.6134,0.5554,0.9634
"GENE1765",1.0508,7.9361,1.8575,0.1167,0.6178
"GENE1766",-0.5789,8.4403,-1.8271,0.1018,0.6041
"GENE1767",0.2404,6.2875,0.7813,0.453,0.916
"GENE1768",0.9361,2.7338,4.2135,0.001944,0.0405
"GENE1769",-0.334,4.1958,-0.8069,0.4416,0.9115
"GENE1770",-0.1724,7.0499,-1.0281,0.3326,0.8739
"GENE1771",0.4569,8.3893,1.1947,0.2628,0.8504
"GENE1772",-1.22,5.3623,-1.557,0.1536,0.6935
"GENE1773",-0.0834,7.7038,-0.1573,0.8781,0.9888
"GENE1774",-0.0799,8.1425,-0.2118,0.8366,0.9888
"GENE1775",0.0547,7.8754,0.2331,0.8214,0.9888
"GENE1776",0.3177,8.0227,0.5703,0.5816,0.9693
"GENE1777",0.2355,5.4005,1.1352,0.2923,0.8661
"GENE1778",0.2391,8.0523,0.4184,0.6848,0.9879
"GENE1779",0.1878,5.1514,0.3589,0.7273,0.9879
"GENE1780",-0.3027,6.9742,-0.5475,0.5967,0.9745
"GENE1781",-0.7379,4.8608,-1.7124,0.1321,0.6542
"GENE1782",0.1447,6.9054,0.3001,0.773,0.9888
"GENE1783",0.4448,7.5545,1.4284,0.1849,0.7586
"GENE1784",-0.1796,5.9917,-0.564,0.587,0.9719
"GENE1785",0.0386,5.7943,0.2102,0.8396,0.9888
"GENE1786",0.5533,7.4043,0.7356,0.4808,0.9288
"GENE1787",0.5178,3.9536,1.6698,0.1264,0.635
"GENE1788",0.0899,8.3974,0.1781,0.8622,0.9888
"GENE1789",-1.8103,5.9506,-3.2182,0.009205,0.1384
"GENE1790",-0.0899,7.7313,-0.2877,0.7797,0.9888
"GENE1791",0.6588,5.2404,0.9483,0.3676,0.8935
"GENE1792",-0.2791,2.5529,-0.7639,0.4662,0.9222
"GENE1793",-0.2883,7.1562,-0.5157,0.6188,0.9745
"GENE1794",0.4054,5.2565,1.8163,0.106,0.6048
"GENE1795",-0.8388,8.07,-1.5481,0.1671,0.7205
"GENE1796",-0.4899,10.2185,-1.2815,0.2299,0.8037
"GENE1797",-0.0842,3.7247,-0.3735,0.7181,0.9879
"GENE1798",0.8318,9.1227,2.1694,0.05645,0.4448
"GENE1799",-0.171,5.1876,-0.4329,0.6782,0.9879
"GENE1800",-0.841,5.9046,-2.0109,0.08075,0.526
"GENE1801",-0.1298,4.6929,-0.2654,0.7973,0.9888
"GENE1802",-0.1405,5.2632,-0.897,0.392,0.9008
"GENE1803",-0.2722,3.6416,-0.8277,0.4272,0.9033
"GENE1804",0.3653,5.9303,1.1161,0.2916,0.8661
"GENE1805",-0.2143,7.2314,-0.4135,0.6908,0.9879
"GENE1806",0.3041,5.8578,0.4176,0.6871,0.9879
"GENE1807",-2.1338,1.5648,-4.7232,0.0008838,0.02104
"GENE1808",0.1226,5.4591,0.2041,0.8424,0.9888
"GENE1809",0.063,6.4784,0.2665,0.7953,0.9888
"GENE1810",0.0635,4.4213,0.1659,0.8715,0.9888
"GENE1811",0.2121,4.9839,0.4043,0.6951,0.9879
"GENE1812",0.089,3.113,0.1499,0.8838,0.9888
"GENE1813",-0.3542,7.2729,-0.3536,0.731,0.9879
"GENE1814",-0.5149,5.1113,-0.8936,0.393,0.9008
"GENE1815",-1.7668,11.3488,-5.0262,0.0005524,0.01466
"GENE1816",0.0415,8.0772,0.1974,0.8483,0.9888
"GENE1817",0.3666,5.3638,1.0823,0.3053,0.8732
"GENE1818",-0.4969,6.0093,-1.1532,0.2765,0.8605
"GENE1819",-0.6232,5.2007,-1.5913,0.143,0.6728
"GENE1820",0.4686,6.5378,1.1179,0.29,0.8661
"GENE1821",-0.5947,6.0099,-2.5948,0.02679,0.2865
"GENE1822",0.1502,2.8137,0.44,0.67,0.9867
"GENE1823",-0.449,2.1871,-1.6121,0.1564,0.6952
"GENE1824",-0.4928,7.198,-0.9716,0.3547,0.8898
"GENE1825",0.2399,1.3064,1.7816,0.1096,0.6048
"GENE1826",0.4798,5.2235,1.029,0.3278,0.8739
"GENE1827",0.2896,8.9734,0.6349,0.5404,0.9569
"GENE1828",-0.0103,3.1806,-0.0196,0.9848,0.9959
"GENE1829",0.2166,6.1565,0.8293,0.4264,0.9033
"GENE1830",-0.2459,9.4043,-0.5805,0.5754,0.9693
"GENE1831",0.0898,7.4065,0.162,0.8746,0.9888
"GENE1832",0.0369,8.8282,0.0778,0.9398,0.9908
"GENE1833",0.4721,3.7843,1.0379,0.3271,0.8739
"GENE1834",0.4546,7.172,2.0504,0.08154,0.526
"GENE1835",-0.2358,6.1719,-0.7317,0.483,0.9298
"GENE1836",0.0299,8.8277,0.1648,0.873,0.9888
"GENE1837",-0.1409,11.1346,-0.4645,0.6564,0.9861
"GENE1838",-0.1085,6.802,-0.2962,0.7751,0.9888
"GENE1839",1.3528,8.5172,9.2822,3.365e-06,0.0006047
"GENE1840",0.2755,5.259,0.6568,0.5263,0.9504
"GENE1841",0.2815,5.1168,0.7403,0.4763,0.9281
"GENE1842",-0.0877,4.4717,-0.2786,0.7864,0.9888
"GENE1843",-3.4659,1.6858,-11.9761,1.455e-06,0.0003768
"GENE1844",0.046,6.1085,0.2084,0.84,0.9888
"GENE1845",-0.0788,5.7625,-0.2616,0.7993,0.9888
"GENE1846",0.1137,7.5062,0.4535,0.6669,0.9861
"GENE1847",0.0633,5.4072,0.2488,0.8097,0.9888
"GENE1848",0.0379,4.2664,0.0843,0.9351,0.9908
"GENE1849",-0.3871,5.6391,-1.4916,0.1718,0.7265
"GENE1850",0.0352,9.7322,0.2424,0.8133,0.9888
"GENE1851",0.5782,7.0998,1.1077,0.3039,0.8732
"GENE1852",0.0587,6.754,0.1885,0.8543,0.9888
"GENE1853",0.0228,8.0456,0.0762,0.9413,0.9908
"GENE1854",0.2132,9.1539,0.6133,0.5545,0.9631
"GENE1855",0.2706,9.6251,0.8775,0.4078,0.9008
"GENE1856",0.1125,5.7873,0.2139,0.835,0.9888
"GENE1857",-0.0267,6.0957,-0.0677,0.9475,0.9908
"GENE1858",-0.5397,5.222,-1.1622,0.278,0.8605
"GENE1859",0.0616,5.2447,0.2215,0.8294,0.9888
"GENE1860",1.7413,7.2304,2.3158,0.04506,0.3976
"GENE1861",-0.0724,5.4829,-0.1901,0.8545,0.9888
"GENE1862",-2.7854,2.6588,-6.0606,0.0002262,0.007937
"GENE1863",-0.2571,5.494,-1.2031,0.2725,0.853
"GENE1864",0.2123,8.7186,0.5174,0.6207,0.9745
"GENE1865",-0.381,9.5775,-1.1281,0.288,0.8648
"GENE1866",0.4294,5.3824,0.8033,0.4422,0.9117
"GENE1867",-1.0735,7.3543,-2.2409,0.05002,0.4133
"GENE1868",0.0731,5.5361,0.4364,0.6728,0.9879
"GENE1869",0.749,5.5471,1.9034,0.09388,0.5724
"GENE1870",-0.6257,5.0022,-1.2717,0.2437,0.8235
"GENE1871",-0.142,2.439,-0.6765,0.5166,0.9471
"GENE1872",0.3022,9.759,0.6114,0.5548,0.9631
"GENE1873",-0.1292,7.4295,-0.3178,0.7593,0.9888
"GENE1874",0.7269,2.6721,2.2901,0.04573,0.3993
"GENE1875",-0.2087,5.1385,-0.4542,0.6607,0.9861
"GENE1876",0.175,9.0182,0.3663,0.7245,0.9879
"GENE1877",0.1157,6.4964,0.1807,0.8611,0.9888
"GENE1878",-0.2272,6.4326,-1.6302,0.1429,0.6728
"GENE1879",0.1042,7.5268,0.3189,0.7583,0.9888
"GENE1880",0.0414,8.2773,0.0954,0.9259,0.9908
"GENE1881",0.4012,7.6553,0.8649,0.4079,0.9008
"GENE1882",-0.2342,6.7209,-1.244,0.2426,0.8235
"GENE1883",-0.1311,8.4877,-0.4827,0.6418,0.9783
"GENE1884",0.3178,9.3278,0.8838,0.3976,0.9008
"GENE1885",0.1284,6.3386,0.4161,0.6867,0.9879
"GENE1886",0.3872,5.4782,0.7213,0.492,0.9309
"GENE1887",-0.2353,5.7917,-1.0358,0.3251,0.8739
"GENE1888",0.0285,6.6758,0.0681,0.9471,0.9908
"GENE1889",0.0616,5.0053,0.2196,0.8331,0.9888
"GENE1890",0.322,7.1268,1.0105,0.3403,0.8823
"GENE1891",-0.3517,3.1409,-1.5204,0.1594,0.6994
"GENE1892",0.1453,10.0823,0.2237,0.8285,0.9888
"GENE1893",-0.1026,1.203,-0.5323,0.6082,0.9745
"GENE1894",-0.7504,6.4437,-1.0311,0.3291,0.8739
"GENE1895",1.7055,7.2005,7.1947,3.843e-05,0.002402
"GENE1896",0.3526,7.1254,1.137,0.2828,0.8617
"GENE1897",0.8581,5.7746,2.9896,0.01648,0.2064
"GENE1898",0.1164,10.5674,0.2519,0.8093,0.9888
"GENE1899",-0.1484,5.6469,-0.6247,0.5499,0.9614
"GENE1900",-0.5244,6.5818,-1.4448,0.1919,0.7644
"GENE1901",-0.3237,8.2976,-0.6788,0.5129,0.9436
"GENE1902",0.2333,6.9112,0.5813,0.5807,0.9693
"GENE1903",0.4539,6.1133,1.11,0.3015,0.8732
"GENE1904",1.5143,5.4408,2.798,0.02104,0.2474
"GENE1905",-1.0378,5.7685,-1.8097,0.1051,0.6048
"GENE1906",0.0426,4.0985,0.0685,0.9472,0.9908
"GENE1907",0.5354,7.3934,2.1623,0.05734,0.4448
"GENE1908",-0.5672,7.0981,-1.1912,0.2666,0.8505
"GENE1909",0.2117,4.2154,0.6843,0.5093,0.9416
"GENE1910",-0.3361,5.2303,-0.5564,0.5991,0.9745
"GENE1911",0.0596,8.4111,0.1312,0.8982,0.9895
"GENE1912",0.0689,8.4404,0.3057,0.7661,0.9888
"GENE1913",-0.1631,3.8941,-0.6528,0.5307,0.9511
"GENE1914",-0.134,7.2929,-0.4026,0.6971,0.9879
"GENE1915",-0.8376,5.6695,-1.291,0.2282,0.8037
"GENE1916",0.4518,7.094,0.9051,0.3945,0.9008
"GENE1917",0.0115,4.3399,0.0235,0.9819,0.9959
"GENE1918",-0.1325,5.6068,-0.3228,0.7549,0.9888
"GENE1919",-0.7302,1.8029,-1.7653,0.1142,0.617
"GENE1920",-0.1049,4.4,-0.3165,0.7594,0.9888
"GENE1921",0.228,5.3622,0.3888,0.7057,0.9879
"GENE1922",0.6528,8.5058,2.0512,0.07001,0.5018
"GENE1923",-0.0019,3.4256,-0.0035,0.9973,0.9996
"GENE1924",-0.1691,6.7408,-0.9381,0.375,0.894
"GENE1925",0.3189,6.4305,1.0388,0.3334,0.8739
"GENE1926",0.5184,3.7584,0.9075,0.3856,0.8976
"GENE1927",-0.4128,6.5879,-1.0155,0.334,0.8739
"GENE1928",0.4528,9.2108,2.5649,0.02814,0.2886
"GENE1929",-0.3506,8.1097,-1.3957,0.1947,0.7679
"GENE1930",-0.8013,8.1311,-2.026,0.07133,0.5049
"GENE1931",0.1497,5.4609,0.5315,0.6069,0.9745
"GENE1932",-0.1892,8.138,-0.7684,0.4675,0.9225
"GENE1933",-0.1059,0.8971,-0.5084,0.6223,0.9745
"GENE1934",-0.3482,3.0646,-0.8385,0.4227,0.9033
"GENE1935",0.6468,5.6405,1.3993,0.2109,0.7895
"GENE1936",0.5149,6.5421,1.1869,0.2718,0.8527
"GENE1937",0.1201,6.9969,0.1943,0.8498,0.9888
"GENE1938",0.2002,7.2501,0.5072,0.6255,0.9745
"GENE1939",-0.8062,4.9401,-2.0041,0.07808,0.5258
"GENE1940",-0.0831,4.7519,-0.3839,0.7091,0.9879
"GENE1941",0.3609,5.3939,1.4107,0.19,0.7619
"GENE1942",-0.0156,4.6569,-0.0718,0.9442,0.9908
"GENE1943",0.146,5.7194,0.4263,0.6805,0.9879
"GENE1944",0.0828,7.8948,0.2052,0.8432,0.9888
"GENE1945",-0.2359,7.0926,-0.5496,0.5984,0.9745
"GENE1946",-0.3825,5.6969,-1.0013,0.3472,0.8845
"GENE1947",-0.1854,4.3064,-0.4449,0.6676,0.9861
"GENE1948",0.5473,5.9965,1.6521,0.1382,0.6728
"GENE1949",-0.0701,5.8464,-0.2133,0.8359,0.9888
"GENE1950",0.3315,8.2998,0.5995,0.5639,0.9689
"GENE1951",0.1018,1.3696,0.2684,0.7944,0.9888
"GENE1952",0.2115,4.048,0.6865,0.5093,0.9416
"GENE1953",-0.3815,7.3322,-0.8534,0.4138,0.9008
"GENE1954",-0.3463,7.9112,-0.5792,0.5759,0.9693
"GENE1955",0.0205,4.8422,0.0412,0.968,0.9913
"GENE1956",0.0477,5.9599,0.1231,0.9045,0.9908
"GENE1957",0.3976,9.9978,1.8015,0.1048,0.6048
"GENE1958",-0.6234,3.658,-1.0169,0.3403,0.8823
"GENE1959",0.1611,8.7748,0.4151,0.6885,0.9879
"GENE1960",1.4263,8.2466,4.5041,0.001451,0.0319
"GENE1961",-0.0728,7.8841,-0.1742,0.8652,0.9888
"GENE1962",2.2346,5.8923,5.4295,0.0004728,0.0131
"GENE1963",-0.0694,4.0068,-0.1282,0.9007,0.9895
"GENE1964",1.2917,7.345,2.0157,0.08191,0.526
"GENE1965",-0.3988,7.2763,-1.0629,0.3235,0.8739
"GENE1966",0.6804,5.4882,3.7014,0.01105,0.1525
"GENE1967",0.7207,4.6855,3.3667,0.007399,0.1156
"GENE1968",0.0956,8.8462,0.3164,0.7612,0.9888
"GENE1969",0.3095,3.1611,1.4584,0.187,0.7586
"GENE1970",-0.1724,8.6579,-0.3918,0.7052,0.9879
"GENE1971",0.0466,5.2874,0.1407,0.8912,0.9895
"GENE1972",1.1847,3.3305,1.5002,0.1692,0.7213
"GENE1973",1.6212,10.9623,3.7885,0.003564,0.06364
"GENE1974",-1.4074,6.7504,-3.1417,0.01392,0.1857
"GENE1975",0.0829,4.2161,0.2652,0.7974,0.9888
"GENE1976",0.1017,5.196,0.3727,0.7172,0.9879
"GENE1977",-0.0997,4.5871,-0.38,0.7125,0.9879
"GENE1978",-1.1051,6.5385,-2.4272,0.04929,0.4117
"GENE1979",-0.4138,6.1701,-1.8655,0.1023,0.6048
"GENE1980",-0.4877,3.2843,-4.422,0.001906,0.04014
"GENE1981",1.9812,7.17,7.3692,2.527e-05,0.001926
"GENE1982",-0.7873,4.4319,-1.0323,0.3322,0.8739
"GENE1983",-0.5165,7.3894,-0.7889,0.4485,0.9154
"GENE1984",0.9326,6.8269,3.4283,0.006458,0.1033
"GENE1985",0.0418,5.7535,0.1109,0.9139,0.9908
"GENE1986",0.5824,4.2336,1.3557,0.2054,0.7864
"GENE1987",0.0211,5.2423,0.0725,0.9437,0.9908
"GENE1988",-0.5723,3.6177,-1.2832,0.2303,0.8037
"GENE1989",0.3208,7.5676,1.1828,0.2807,0.8617
"GENE1990",-0.0253,9.188,-0.0581,0.9548,0.9908
"GENE1991",-0.9097,5.8936,-2.0362,0.07545,0.5167
"GENE1992",0.0253,7.081,0.1018,0.9212,0.9908
"GENE1993",1.7376,5.9943,5.4007,0.0003157,0.01004
"GENE1994",-0.3659,6.6769,-0.872,0.4042,0.9008
"GENE1995",0.4946,9.9998,0.8611,0.4094,0.9008
"GENE1996",0.2442,6.9686,0.5187,0.6157,0.9745
"GENE1997",-0.5774,8.6451,-0.8664,0.4109,0.9008
"GENE1998",0.3125,6.4516,2.5286,0.04245,0.3842
"GENE1999",-0.2203,3.4079,-0.3422,0.7393,0.9888
"GENE2000",-0.3018,3.9818,-0.9615,0.362,0.8914
