"gene","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12"
"GENE0212",5.3169,4.3333,5.3818,4.0862,5.2231,5.1175,4.11,4.3176,4.8432,4.8358,4.5059,4.6398
"GENE0213",9.0151,9.6261,9.1034,9.4186,8.9606,8.8682,8.0183,9.3548,9.0646,8.8741,9.6086,9.7979
"GENE0214",4.0096,3.2219,3.2326,2.2952,2.9129,3.1506,2.918,2.3099,3.25,3.4158,3.3477,3.4514
"GENE0215",5.1817,3.5695,4.4699,5.3258,5.7596,4.7065,6.2327,5.287,4.7542,4.7573,5.9278,6.5212
"GENE0216",7.8979,6.9371,6.724,5.7427,6.1285,5.2218,7.3715,6.6548,6.8521,5.796,7.5843,6.8418
"GENE0217",6.2304,5.2644,6.4698,4.9106,6.7658,5.6816,5.8565,6.4804,6.4022,6.0872,6.2182,6.9211
"GENE0218",5.2957,4.7838,4.37,4.4698,5.1896,3.8715,5.4215,3.2668,4.6115,3.7516,4.5662,3.9576
"GENE0219",5.8052,4.9463,6.3201,4.5938,5.4225,5.051,5.782,5.1505,5.4771,4.1003,5.8836,5.9718
"GENE0220",7.0209,7.8266,7.2467,7.567,7.3613,6.9022,7.6653,6.8794,7.3601,7.3921,6.6172,6.4951
"GENE0221",8.8733,6.8447,8.6595,6.3278,8.9766,7.7896,5.7554,5.4276,6.7571,3.9526,5.4072,6.4402
"GENE0222",7.5994,7.4783,7.4649,7.12,7.6077,7.6208,6.8797,7.6124,7.2136,7.6188,7.2813,7.9543
"GENE0223",10.4897,9.1353,10.9249,9.3296,10.7696,11.0138,10.7087,12.1413,12.0305,10.9004,12.4208,10.9297
"GENE0224",8.8047,10.094,7.5825,7.6027,9.8525,8.1747,8.9868,7.3572,11.1728,8.6802,6.6234,8.6945
"GENE0225",7.0737,5.61,6.8812,6.2379,6.8933,5.2877,6.6541,5.9715,6.9526,5.8405,7.6761,5.9277
"GENE0226",4.721,4.9158,4.2812,5.989,4.5965,4.5853,4.3598,5.0771,4.9335,5.2281,4.7561,4.3715
"GENE0227",11.4512,12.2425,11.4463,11.3558,11.9985,12.0092,12.1314,10.7082,11.8893,11.4601,11.813,11.4899
"GENE0228",6.4997,7.1556,7.43,7.325,6.2301,8.584,7.0226,8.4781,6.3015,8.505,6.6844,8.1469
"GENE0229",5.8569,4.0324,4.512,4.8603,4.1034,5.2732,3.823,3.4767,5.3874,4.5927,5.2727,4.8954
"GENE0230",6.4051,5.2994,5.5847,5.9815,6.256,5.7459,6.1003,6.2333,5.9144,5.382,6.924,5.5552
"GENE0231",5.8686,5.9531,5.6187,5.2472,5.5628,3.5975,5.8006,5.0633,6.6567,4.8998,5.0526,5.0548
"GENE0232",4.9485,5.4874,5.2769,5.6201,5.5392,5.0415,5.2482,5.4834,5.7898,5.1872,5.617,4.7978
"GENE0233",4.2243,3.8721,3.2159,3.5776,4.6688,4.5363,3.8493,5.0192,4.4598,4.8966,5.2565,4.9467
"GENE0234",5.9636,7.0263,6.1687,6.3641,5.5926,6.104,5.8655,4.5851,5.675,6.0726,5.7959,4.6985
"GENE0235",6.4858,7.1969,6.6137,6.7781,6.3162,6.0722,6.8198,6.9541,6.948,6.6302,7.1081,6.3134
"GENE0236",3.5535,4.1351,3.4286,4.3282,4.2755,3.4185,4.3519,4.2933,3.6263,3.7551,3.4489,4.2029
"GENE0237",0.1287,-0.3046,-0.1859,-1.7997,-0.8663,-2.2599,1.3822,-1.1875,-0.3622,-1.8266,0.7919,-2.4575
"GENE0238",5.4113,4.3718,5.9827,5.1252,5.1443,4.5849,5.6419,4.9289,4.8561,4.5015,5.2517,4.5506
"GENE0239",6.2165,5.5265,6.5666,5.0962,5.1929,5.3587,5.8035,5.548,5.6308,5.1698,5.7151,5.4948
"GENE0240",7.8693,8.6382,7.8999,7.0746,6.9394,7.0533,6.9678,8.5373,7.3438,7.0603,6.7338,7.3786
"GENE0241",6.8051,5.8232,6.4146,6.2516,5.4193,6.321,5.3686,5.6729,6.209,4.973,6.0443,6.7621
"GENE0242",7.2739,6.6665,6.4423,6.1111,7.1705,6.3468,7.2709,5.6796,6.7111,6.7172,7.0306,6.4364
"GENE0243",3.7441,3.5426,3.8068,4.2879,2.8906,4.1243,3.8961,4.8769,4.1856,4.3988,4.0899,3.8811
"GENE0244",7.4585,6.8185,7.3633,7.223,7.245,6.8496,7.288,7.5822,7.6345,6.9013,7.6289,6.758
"GENE0245",7.4297,8.5187,7.1145,8.2806,6.3741,7.7686,7.2566,7.4049,7.4334,7.9813,7.4799,9.2679
"GENE0246",5.1324,6.5246,6.8367,5.5834,6.66,7.3361,7.6457,6.6159,7.3564,5.9022,6.0596,7.8091
"GENE0247",8.4935,7.4202,8.5877,7.8341,8.3182,7.5031,7.9908,6.26,7.5173,7.1179,8.2353,8.0541
"GENE0248",6.4422,6.2262,5.6963,7.1828,6.8157,6.0243,7.7018,6.8393,7.1409,6.1002,6.9365,5.8073
"GENE0249",6.3602,6.0912,7.1017,6.6485,6.4755,6.7371,5.3215,5.8442,6.7807,5.9506,6.4397,7.063
"GENE0250",5.7208,6.7985,7.2371,7.2191,6.7952,6.5455,6.861,6.5043,5.4113,6.4973,6.5451,6.1164
"GENE0251",4.7037,6.5381,6.6856,6.0605,6.8318,7.8302,7.26,6.0879,7.1108,5.4956,7.483,5.8613
"GENE0252",7.2441,7.722,8.3508,9.7527,9.6126,7.3084,8.6982,8.0467,8.5718,6.1479,6.491,8.2505
"GENE0253",7.4917,6.2322,7.1476,5.6594,6.3847,6.7719,6.4563,7.0298,7.1107,5.6487,7.1783,6.0342
"GENE0254",7.2926,8.2344,7.9112,7.4439,5.7873,8.8826,7.0937,7.6454,8.868,8.9399,6.7537,8.3484
"GENE0255",3.9239,3.1576,4.1356,3.0806,3.9667,3.4154,3.3727,2.4004,2.5262,3.4326,3.7138,3.2342
"GENE0256",4.4471,5.9857,6.5338,5.758,5.1192,4.9413,5.4894,5.568,5.4666,4.8006,5.1857,4.7917
"GENE0257",8.5337,9.4533,8.898,8.7802,9.1349,8.3103,10.0947,9.8531,10.0683,10.5541,9.4575,9.0329
"GENE0258",2.9701,2.8533,3.5802,2.9829,3.0425,3.3115,3.2459,3.963,4.2613,3.3391,3.5184,3.0309
"GENE0259",6.3621,7.5042,6.0575,7.1037,5.8828,5.7327,6.6314,7.3568,6.0025,6.7335,5.5104,6.1032
"GENE0260",7.4227,7.6945,6.984,5.4021,6.9654,5.8656,7.7931,8.0735,7.1166,7.2261,5.8988,7.7041
"GENE0261",8.2787,8.7741,8.373,7.8746,7.612,8.3904,8.3988,7.7871,7.2208,9.6834,8.7455,9.3238
"GENE0262",5.7918,6.6553,5.3366,6.0883,5.6658,6.6107,5.5893,5.4922,5.433,5.9666,5.4071,6.1616
"GENE0263",6.1365,6.9195,6.0343,6.3974,6.3228,6.68,6.9317,6.5764,6.4248,5.9781,5.8464,6.4755
"GENE0264",2.0892,2.0041,3.0046,2.5075,1.6281,1.8511,2.0727,1.7444,2.1343,2.1689,2.2487,3.3079
"GENE0265",5.3617,5.479,7.3854,5.9674,6.6008,5.53,7.709,5.0905,7.3534,4.5804,6.7581,5.3385
"GENE0266",4.8832,5.5723,3.5494,3.9855,4.3384,4.739,5.2668,6.0635,4.6325,4.6817,3.8533,3.9166
"GENE0267",5.3482,5.7434,5.216,6.2254,5.477,5.4413,5.176,6.1735,4.9527,6.1458,5.7178,5.9421
"GENE0268",3.155,5.1525,3.6861,4.0636,4.0233,3.5833,3.2188,4.6572,3.5132,4.3633,3.2815,4.5173
"GENE0269",7.3956,6.8054,6.5205,6.7503,6.2331,7.5666,7.0543,6.8551,6.7677,6.1586,7.0171,6.7147
"GENE0270",7.1837,6.8358,7.4233,8.1277,7.1605,9.0302,5.8967,8.0948,7.2285,7.4693,8.4828,6.3477
"GENE0271",4.7971,5.2561,4.1682,6.5087,4.9564,5.2172,3.7997,3.0072,3.389,4.3047,2.9649,3.5782
"GENE0272",10.7738,9.191,9.3193,8.1206,9.3031,10.4681,9.3526,9.7285,8.3437,9.3395,8.4214,9.4463
"GENE0273",7.6062,7.8486,6.9595,6.5795,7.0921,7.7464,7.8167,7.5491,6.8243,6.9411,7.0005,7.6981
"GENE0274",8.1958,7.6575,8.3873,8.4948,7.1852,7.988,7.1163,8.7429,8.1599,8.5155,7.8932,7.8784
"GENE0275",10.7799,11.1138,9.6616,10.1071,10.9923,10.679,8.954,8.006,9.3281,7.8577,8.5011,9.1398
"GENE0276",4.7026,5.3598,5.194,5.001,4.5365,4.7188,4.9628,4.6565,4.7231,5.5814,4.6007,5.8469
"GENE0277",8.3167,8.1633,7.4898,8.3723,7.9367,8.0317,7.6081,7.5061,7.1069,8.9649,7.9756,8.3097
"GENE0278",8.5287,8.4247,7.5485,9.0698,7.2014,7.7905,10.4638,11.1555,10.7728,10.2876,11.2969,10.0715
"GENE0279",5.7907,6.4835,7.1542,4.3956,6.795,4.6452,5.3884,5.8108,6.065,4.063,5.1977,5.5775
"GENE0280",7.0864,5.9371,6.9609,7.1602,6.6162,6.1904,6.9573,7.4853,7.1284,7.0719,8.7552,8.6677
"GENE0281",4.7721,5.27,5.4072,3.4934,3.1053,4.5852,4.5865,5.593,4.8473,5.8631,3.1277,4.7733
"GENE0282",6.7092,6.8282,6.9673,5.6901,7.2185,7.686,5.8303,7.2851,8.1175,7.0914,5.363,7.9222
"GENE0283",4.2956,3.4904,3.8766,3.4934,4.3328,3.9516,4.9579,3.2985,4.049,5.3295,3.5163,5.448
"GENE0284",6.9136,8.605,6.656,8.6111,7.8466,7.2305,6.0556,8.3537,7.8126,6.6142,6.3812,6.0054
"GENE0285",4.7368,3.4076,5.773,4.0339,2.6302,5.1983,3.9866,2.2499,4.7759,4.3814,4.93,3.5351
"GENE0286",8.5514,7.5798,5.979,6.2192,6.484,6.0311,6.5093,6.7206,7.1261,7.5643,5.4676,7.0607
"GENE0287",4.1003,4.0278,4.3613,4.1528,4.0469,5.735,3.5641,4.4786,4.0601,3.1649,5.0406,4.8284
"GENE0288",6.1817,6.1166,5.8655,4.9824,5.6644,5.9621,5.4443,5.7246,5.899,4.8128,5.6042,6.0839
"GENE0289",2.368,2.7031,1.9245,1.0132,2.1843,3.693,0.9345,0.874,0.5014,-0.101,2.0546,-1.4763
"GENE0290",4.1873,7.3329,7.6199,6.6617,7.0165,7.0486,7.6315,6.4154,6.3725,6.8125,6.0791,5.2366
"GENE0291",7.8397,8.672,8.5398,6.525,8.8718,5.3737,3.4729,3.2622,3.3566,4.8647,3.5013,1.6211
"GENE0292",6.4697,4.8092,4.6487,5.737,5.5474,5.2866,6.4087,6.1808,6.1005,6.5008,6.9675,6.6845
"GENE0293",3.7362,2.8088,0.4599,0.8478,2.872,1.7285,2.2567,3.8458,1.2068,1.7574,2.7662,2.9658
"GENE0294",5.036,5.5533,4.3879,5.761,4.9434,6.3498,4.606,5.6043,4.9975,5.7976,4.8205,6.1744
"GENE0295",8.5893,8.9827,9.6551,11.1236,9.737,9.1726,9.2468,9.7091,9.7947,8.814,10.953,9.0059
"GENE0296",9.4109,8.8665,10.059,10.7975,9.079,9.2836,8.9917,9.4575,9.4945,8.3028,8.7564,9.4763
"GENE0297",3.3777,3.5305,3.4654,3.2991,4.2947,3.8249,3.1533,3.6096,2.6176,2.938,3.2603,3.8159
"GENE0298",4.2846,5.7151,4.2014,5.283,5.0386,4.3054,5.2491,4.9107,4.5675,4.7203,6.365,4.5152
"GENE0299",6.0403,5.6427,7.1382,6.0879,7.1439,6.3093,8.6319,8.2765,8.0313,7.3278,7.7976,7.3458
"GENE0300",5.7311,6.848,7.2404,7.4382,6.5281,6.6343,6.2192,6.8482,6.4997,7.9793,6.1876,5.9515
"GENE0301",3.8147,6.2848,4.5103,5.3464,4.0887,5.2155,3.919,6.0498,5.9994,3.0906,6.4159,4.3338
"GENE0302",5.8725,3.7932,3.4561,3.4111,3.3074,2.8711,3.641,3.3841,2.2384,4.8528,3.6588,4.7793
"GENE0303",6.1738,4.3194,5.2819,5.3788,5.1939,3.3432,6.6069,5.0876,6.2128,4.2698,3.9927,5.4248
"GENE0304",7.1682,7.5696,9.9889,8.1652,8.0725,8.5239,8.698,7.6291,7.6171,8.3283,6.8304,7.2593
"GENE0305",6.0259,5.5422,6.0504,5.7587,6.8536,5.8986,6.1595,6.4772,6.3634,7.4228,6.0552,5.6965
"GENE0306",4.6546,4.8026,4.3762,5.4197,4.6571,5.095,4.6158,5.1017,4.3653,4.8092,4.5974,4.653
"GENE0307",5.3882,4.0169,4.5794,5.7026,5.5963,5.2508,4.7587,4.473,6.1394,4.5163,4.9548,4.7796
"GENE0308",8.4991,8.5143,9.1297,10.0203,8.2226,8.3961,8.9293,7.9406,9.4328,8.4178,10.8128,8.2657
"GENE0309",4.4358,4.7539,5.4829,5.4655,4.8913,5.4097,4.7982,5.4726,5.5205,5.8934,5.2211,4.8938
"GENE0310",8.2283,6.6116,7.5976,7.1647,6.2361,7.2203,7.7787,7.6383,7.1717,7.9517,6.5487,6.468
"GENE0311",9.2607,8.4935,9.0384,7.5643,9.4552,9.1936,8.3983,8.9888,9.9957,8.4113,8.6932,8.7032
"GENE0312",6.6633,7.6414,7.3082,6.8282,7.1896,8.281,6.8318,6.6078,7.8842,7.6517,7.3616,7.2832
"GENE0313",6.866,6.1406,3.4816,4.6021,3.9764,3.8753,5.8314,4.0073,5.4099,5.3654,5.8686,4.3069
"GENE0314",5.4777,6.1901,6.5351,6.7478,5.935,5.2806,5.2048,5.6147,6.627,5.917,6.486,6.963
"GENE0315",5.1961,4.8506,5.2776,4.9658,4.9811,4.9799,4.3849,4.8293,4.8001,4.3706,5.3237,4.9021
"GENE0316",6.6148,8.764,10.0215,9.4104,8.347,7.7107,6.6415,8.0565,7.4907,8.6769,7.8073,8.4119
"GENE0317",7.6281,6.0362,4.7452,3.8314,5.6029,5.1511,4.5574,5.5331,4.0551,6.5274,6.806,6.2926
"GENE0318",9.0504,8.952,9.3178,8.6703,9.4173,8.363,9.4772,9.6957,8.2067,8.8535,8.9251,9.0645
"GENE0319",4.1718,4.8326,4.8002,5.5479,4.6247,5.1035,4.3859,5.2523,5.4074,6.2543,5.3099,4.7479
"GENE0320",5.0429,4.4114,3.9315,4.5438,5.7138,5.6847,4.1234,3.7729,5.1727,5.1151,4.0298,5.0674
"GENE0321",6.4142,5.6597,6.0525,6.098,5.1037,5.4126,6.2746,5.1822,5.3037,6.0208,5.4197,5.8753
"GENE0322",7.4338,4.6969,6.1514,6.3835,6.4785,6.7793,6.3007,5.929,5.375,5.5814,5.8211,7.3468
"GENE0323",5.1895,5.1188,4.3259,4.2275,5.4859,4.6393,5.0829,4.2502,4.7759,5.0147,5.4668,6.1325
"GENE0324",3.2604,4.0349,2.235,3.0597,2.7705,4.07,2.7575,2.6483,2.616,2.3851,2.6222,2.5612
"GENE0325",6.065,6.1012,5.6372,7.1598,6.3603,6.4638,5.3764,6.8866,5.8865,6.4049,5.7424,6.7975
"GENE0326",6.0891,5.0128,3.2066,4.5268,5.0136,6.368,4.3453,5.3444,5.1562,5.0683,5.2868,6.6705
"GENE0327",7.9718,9.1731,8.9393,9.0292,7.9103,8.1659,8.1925,8.7789,8.658,8.9645,7.9236,8.9301
"GENE0328",3.7572,5.1365,4.9088,4.0744,4.9017,5.0876,4.278,3.6431,4.3361,3.3227,4.7664,3.7021
"GENE0329",7.9417,7.7879,8.2042,7.4986,9.3949,9.7315,8.2241,8.1239,9.0569,6.971,9.2465,9.4989
"GENE0330",5.5768,4.2903,6.2124,4.3497,4.3417,5.4168,5.2382,4.4697,4.1423,5.3151,3.7271,3.5114
"GENE0331",7.0452,6.641,7.3053,6.3822,6.5481,7.5078,6.5242,7.1983,6.3582,7.1753,5.9274,7.3844
"GENE0332",7.6629,8.4793,7.8846,8.173,8.1642,7.4942,7.7342,7.9818,7.2846,8.1015,8.3878,8.3896
"GENE0333",5.1618,4.9327,4.5309,5.233,4.7132,5.3609,5.3869,6.3789,4.6941,5.9501,6.3748,5.1136
"GENE0334",8.3984,7.7675,6.2178,8.3217,7.5518,8.4788,6.8406,8.371,7.0238,7.6121,7.3982,7.3558
"GENE0335",6.9931,6.5758,6.2546,6.3717,6.2841,6.2297,5.0174,6.6883,6.507,6.1845,6.8343,6.3134
"GENE0336",4.6477,3.5898,4.1565,3.8633,3.408,4.4807,3.5347,3.7214,3.4742,3.9746,3.4863,3.3747
"GENE0337",5.4952,5.3054,5.9776,5.0164,4.9111,4.8458,3.3629,5.0765,5.1939,6.2144,4.4839,6.1635
"GENE0338",9.7996,8.81,9.8024,9.5085,9.4403,8.9605,10.0423,8.1432,9.8394,8.8656,9.3844,9.8795
"GENE0339",5.4469,5.3461,5.8693,5.1339,5.536,5.5459,6.2933,4.7469,5.8435,4.634,5.3392,5.8815
"GENE0340",4.0102,4.936,4.2731,4.8228,4.3346,4.5056,3.5167,3.6808,4.6005,4.3832,4.9136,4.9954
"GENE0341",6.4491,4.5759,6.8089,5.64,6.5158,4.142,6.0697,5.4241,4.4206,4.413,5.2814,6.104
"GENE0342",6.7563,5.7992,6.7898,6.2402,6.9374,6.2644,7.3621,6.9372,6.7685,4.9807,7.8736,5.151
"GENE0343",7.404,8.5215,7.7937,8.8428,8.2575,8.3896,7.8507,8.5885,7.9614,8.8545,7.8744,8.8176
"GENE0344",8.363,5.754,8.5036,7.6552,7.3343,7.7826,8.5977,7.5581,8.0582,8.6826,8.5153,7.8629
"GENE0345",5.5433,6.825,5.8762,6.8614,6.1125,7.0728,7.3989,7.0563,5.0157,6.5529,6.21,6.8524
"GENE0346",8.3989,8.4784,9.7045,9.017,8.2389,8.0791,7.5195,9.1201,9.6233,8.4483,9.0484,8.1842
"GENE0347",4.6768,4.9301,3.9381,5.1602,4.948,4.8351,4.4754,6.6819,6.0469,5.1898,4.8244,5.4249
"GENE0348",2.0681,1.8153,2.1355,0.7368,1.0236,1.5346,2.3943,1.5744,0.9439,1.7322,1.9036,2.9463
"GENE0349",5.4019,5.099,4.3547,4.9964,5.1437,4.5275,5.4171,5.489,5.7153,4.5977,4.8223,4.792
"GENE0350",5.1794,3.9942,5.8153,6.2955,4.9297,5.3035,5.3506,5.6675,4.8898,6.5809,4.2234,4.3378
"GENE0351",2.4896,0.2325,1.3961,1.5465,0.4147,2.1618,1.6804,1.5486,1.7323,1.7589,0.7103,1.2329
"GENE0352",6.8519,6.5229,7.021,6.5788,7.431,6.9206,6.6943,6.4809,7.5664,6.9982,7.4473,6.6267
"GENE0353",4.3812,2.3163,3.7327,4.2997,4.6065,3.4744,3.5267,3.1952,3.3893,4.2118,4.7228,3.7794
"GENE0354",5.0705,5.9372,5.5548,5.3955,5.359,6.2925,5.3646,5.9956,5.4245,6.2774,6.4576,5.0974
"GENE0355",3.119,1.9732,2.163,1.655,4.8836,1.6773,3.2526,3.7716,3.5536,3.3714,3.4548,4.1688
"GENE0356",6.2356,6.9783,7.5086,7.0707,7.16,6.9561,6.2394,6.6233,6.1455,8.05,5.8886,7.5492
"GENE0357",9.9561,10.3746,9.409,9.6762,10.3482,9.4848,10.5738,8.613,9.8507,9.0185,9.4188,9.1376
"GENE0358",3.8925,3.1839,5.3835,4.5585,3.5759,2.3365,4.5227,2.5377,5.3737,3.5989,4.4073,3.358
"GENE0359",5.8876,5.097,5.0304,5.3774,5.9552,5.359,6.5863,6.5521,5.7787,7.0896,6.4557,5.1858
"GENE0360",8.2356,12.9468,9.4311,11.1128,9.7117,9.5414,9.5038,9.852,8.5382,10.1378,10.225,9.6486
"GENE0361",8.4471,8.3216,8.2531,7.9966,7.7864,7.633,7.1328,7.9004,8.2912,7.6856,8.7337,8.2222
"GENE0362",9.2158,9.9609,10.8777,8.8073,10.0891,9.5451,10.7891,11.1854,10.107,10.3098,10.3622,9.2057
"GENE0363",5.6394,4.5671,5.5188,6.8132,5.3562,5.0841,5.0077,6.7417,5.8943,6.8608,6.244,5.2249
"GENE0364",4.9104,7.1224,3.8943,6.5978,6.019,7.7076,5.4793,7.6395,6.592,6.6171,5.4797,6.2676
"GENE0365",5.3556,4.87,3.8145,5.2443,3.8505,4.7638,4.1673,4.7875,5.4767,4.9016,4.865,4.8211
"GENE0366",8.8855,8.8445,8.8874,8.4543,8.3205,8.6378,8.7355,8.55,8.6278,9.0781,8.7337,9.2371
"GENE0367",2.8036,3.8935,5.5194,3.2989,4.6034,2.5567,4.0638,2.4914,3.4529,2.6278,3.4644,3.3541
"GENE0368",6.4437,6.4943,5.4921,5.95,6.7486,5.3363,7.2378,7.7384,6.445,6.5843,6.8863,5.6058
"GENE0369",5.7584,6.2196,5.4962,5.9396,5.1502,6.0715,6.3039,5.984,5.8745,5.6483,5.6378,6.8006
"GENE0370",11.0211,11.0429,10.1965,9.9625,10.5283,10.3115,10.4085,10.1832,10.1746,11.3484,10.4585,10.4775
"GENE0371",5.127,4.6046,4.8389,4.8413,4.8583,5.068,4.9144,5.1321,4.7161,4.8287,5.2226,4.9359
"GENE0372",3.6939,0.2908,2.3519,0.5755,2.6974,1.8863,2.9272,2.9782,3.6372,2.2286,2.5754,2.0124
"GENE0373",6.801,5.7929,7.7979,5.0762,7.0503,6.6838,5.9042,7.1166,5.698,7.2617,6.8866,6.744
"GENE0374",5.6841,6.4101,4.9692,6.8241,5.2413,4.7755,6.2253,5.1811,6.7459,6.5753,5.8456,5.6562
"GENE0375",2.784,3.9116,4.2136,5.2415,4.3022,6.0686,4.61,3.4549,4.4732,4.7341,2.8944,4.6472
"GENE0376",6.1149,4.8969,5.7094,6.2701,5.9131,6.0588,6.9638,6.4129,7.0303,5.3607,5.7378,6.3426
"GENE0377",5.4477,3.7394,6.4315,6.0567,5.9879,4.6742,5.3327,5.5749,5.6723,4.9552,4.9416,5.3213
"GENE0378",5.196,5.7339,4.5124,6.003,3.9936,2.3664,5.2472,3.9653,4.2128,4.1601,4.0359,5.4441
"GENE0379",6.7515,7.1475,7.2476,6.8309,7.524,5.4764,7.7925,6.2528,7.2082,6.3404,7.1075,4.9149
"GENE0380",4.3757,3.9406,5.8954,4.5633,7.3098,6.5575,6.4023,6.1412,5.0704,6.9752,4.4408,7.3727
"GENE0381",2.2647,2.6148,3.3412,1.1791,2.4271,1.5446,2.7807,1.9931,0.2286,2.6534,3.4544,3.0629
"GENE0382",0.6766,0.3547,0.6433,1.0505,0.1086,1.8695,0.3649,0.2142,0.7917,1.5019,1.1407,0.7974
"GENE0383",4.6905,4.4949,6.1327,5.6776,5.3427,6.6447,5.9473,4.4238,4.2293,4.4317,4.8841,4.5972
"GENE0384",9.6605,9.0738,8.0319,8.4688,8.6846,8.0515,8.8374,8.8232,8.5461,9.2794,9.6104,9.5826
"GENE0385",6.8964,7.8266,8.2608,7.7826,7.0836,7.4777,6.392,7.918,6.9759,8.0328,7.6656,6.6479
"GENE0386",7.8015,8.5619,8.6349,8.6856,7.8882,8.4939,8.6206,9.7485,8.51,9.4386,9.167,8.6017
"GENE0387",8.2281,8.325,7.9644,7.2337,7.4842,8.2947,7.8501,8.12,7.3759,8.9863,8.0891,7.491
"GENE0388",6.6959,6.3806,6.5043,6.3471,6.5019,6.3546,6.7355,6.3365,7.1671,5.9183,5.8997,7.1168
"GENE0389",2.136,2.8217,3.8739,2.4009,3.0341,1.6138,2.9457,1.594,2.9601,1.9655,2.8198,1.4065
"GENE0390",5.7809,5.814,6.3473,6.2502,6.2963,6.3992,6.4794,6.6993,6.6181,6.4311,6.1934,6.3341
"GENE0391",9.1146,8.0356,9.4131,8.9003,7.8789,9.0393,7.8963,9.0578,9.5567,8.9096,9.882,9.2707
"GENE0392",-2.1931,-0.7969,-0.4116,-0.8424,-0.2957,-0.5,-1.1914,-0.7047,-1.065,0.0371,-0.8699,0.3119
"GENE0393",4.7167,4.3974,4.4821,4.6812,4.8026,3.9164,4.3137,3.6113,4.2056,4.2039,5.0891,4.9296
"GENE0394",8.3555,9.3741,9.3073,9.0498,8.7274,9.6662,9.0196,8.9921,9.1108,7.8871,9.6316,7.5879
"GENE0395",7.463,7.7268,7.8923,6.3531,6.9593,6.7451,6.64,6.7573,7.025,6.4885,6.3104,6.312
"GENE0396",7.9058,6.5019,7.8575,7.5629,8.7269,7.9163,7.5798,7.7199,6.9373,6.3839,8.0443,6.4722
"GENE0397",6.0406,6.0247,7.8121,4.9776,7.5211,7.2073,8.9866,7.0845,7.5905,5.4816,6.9428,5.1809
"GENE0398",7.1854,6.8788,6.9404,6.515,7.0039,6.4648,6.9799,7.0965,7.5125,6.7412,7.2898,6.3137
"GENE0399",6.9065,6.8738,6.0655,5.9197,5.0986,6.8621,8.6663,7.2635,7.6683,7.2334,7.8105,6.0638
"GENE0400",3.2068,3.6547,3.6279,4.2745,5.127,5.0264,4.5776,3.9365,4.288,3.9958,4.9557,3.8291
"GENE0401",3.4558,3.6162,3.389,3.4322,3.0361,3.6266,3.1195,3.3042,3.1367,2.9969,2.5853,3.7264
"GENE0402",5.4513,4.6633,5.3444,5.0419,6.6304,5.4663,6.0461,5.0722,6.1559,5.1122,6.315,5.3398
"GENE0403",5.1609,4.9457,4.5656,5.4836,4.9825,4.0984,5.1187,6.0787,4.329,5.6101,4.6913,5.6857
"GENE0404",4.585,3.7961,5.6084,3.7903,3.6269,3.2187,4.6353,3.5729,4.0523,3.0058,5.2041,5.1352
"GENE0405",6.4147,6.4209,6.8528,6.8955,6.9415,7.0944,7.1254,6.8683,6.5431,6.8444,6.133,6.4562
"GENE0406",6.5311,6.4283,7.0717,7.5482,6.1895,6.0538,6.5119,6.4462,7.4502,5.5986,6.1018,5.6355
"GENE0407",8.6477,9.5334,8.0495,9.4452,9.0579,9.7566,8.2904,8.6086,8.1183,8.6014,8.9584,9.3387
"GENE0408",3.5014,4.0137,3.7746,3.8441,3.1947,3.9826,3.5524,3.8145,3.774,3.7097,3.7089,4.2827
"GENE0409",4.9015,5.7187,7.0205,5.3679,4.6392,6.8499,5.1923,5.3467,4.2242,6.6091,4.4076,4.4558
"GENE0410",7.3856,5.4436,4.473,4.8589,5.9288,7.1853,6.7617,6.0267,5.4166,5.9966,5.5993,7.7871
"GENE0411",2.4693,5.1856,3.4072,3.0386,1.6072,3.1863,2.4512,4.1986,3.0577,4.5439,2.5457,3.6208
"GENE0412",5.7259,4.6764,5.1934,5.6216,5.021,4.1518,6.143,5.2834,5.9462,4.9038,5.6004,5.3001
"GENE0413",4.7189,4.246,4.7553,4.3214,4.9969,4.2889,5.651,4.6032,4.3842,2.9928,6.3147,4.3182
"GENE0414",2.3328,2.806,1.444,2.6927,1.9403,1.6531,1.4358,2.6157,1.0905,1.6915,0.4971,1.5771
"GENE0415",4.7451,5.1394,5.6423,5.6825,6.7371,5.7053,6.1535,4.7088,4.7286,5.0204,4.0293,4.9539
"GENE0416",5.5592,5.7905,4.3594,5.0352,3.9197,3.5872,5.5751,4.9884,3.9056,5.0733,4.7979,5.3578
"GENE0417",8.2369,7.2237,7.5346,8.7522,7.268,7.706,8.0001,8.4035,9.5856,8.1934,8.733,8.4547
"GENE0418",4.8882,5.4666,4.4981,4.533,4.59,4.7417,4.4088,5.1354,5.4923,4.9423,5.4372,5.536
"GENE0419",7.4464,8.7716,5.8465,7.3744,5.6929,6.1219,9.2112,9.316,7.6783,7.475,6.9571,7.8407
"GENE0420",5.2343,5.7979,5.7332,6.7681,6.191,6.445,6.6361,7.0301,5.8583,6.1719,5.4677,5.8942
"GENE0421",3.4258,3.3797,3.3318,3.2742,3.7335,3.5931,4.3234,2.8252,3.9763,3.8356,3.8148,4.7247
"GENE0422",6.204,6.4514,6.6336,7.2022,7.9561,7.8519,6.0988,7.1908,7.2472,7.5089,6.8964,7.3696
