"gene","logFC","AveExpr","pvalue","padj"
"ENSG00000037474",0.1339,9.9108,0.159,0.3688
"ENSG00000037637",0.3568,9.6824,0.003155,0.01764
"ENSG00000037749",0.2379,10.0111,0.02172,0.08474
"ENSG00000037757",0.086,8.481,0.6089,0.807
"ENSG00000037897",-0.2349,7.7804,0.4066,0.6525
"ENSG00000037965",-0.2278,7.3544,0.5829,0.789
"ENSG00000038002",-0.2066,9.6234,0.1911,0.4151
"ENSG00000038210",0.0119,9.2016,0.931,0.9722
"ENSG00000038219",-0.0929,11.3146,0.2983,0.5472
"ENSG00000038274",0.5272,10.8733,3.987e-06,4.845e-05
"ENSG00000038295",-0.766,7.0798,0.2873,0.5359
"ENSG00000038358",0.1016,9.8157,0.3441,0.5923
"ENSG00000038382",-0.1968,12.6054,0.07909,0.2244
"ENSG00000038427",-0.3783,13.0792,0.0007838,0.005425
"ENSG00000038532",-0.2282,9.7067,0.09181,0.2491
"ENSG00000038945",-0.7248,8.2988,5.422e-05,0.0005089
"ENSG00000039123",-0.0138,10.475,0.879,0.9494
"ENSG00000039139",-0.1901,8.5895,0.3878,0.6336
"ENSG00000039319",-0.125,10.3109,0.1855,0.4075
"ENSG00000039523",0.2232,10.3391,0.02151,0.08411
"ENSG00000039537",1.8655,7.3338,0.0001054,0.0009256
"ENSG00000039560",0.505,12.3208,2.772e-05,0.0002805
"ENSG00000039650",-0.3071,8.9776,0.03864,0.1322
"ENSG00000040199",0.3274,8.9321,0.01666,0.06852
"ENSG00000040275",-0.1949,8.6382,0.3238,0.5716
"ENSG00000040341",-0.0781,9.661,0.5069,0.7333
"ENSG00000040487",0.2868,8.7263,0.03746,0.129
"ENSG00000040531",-0.0159,9.4366,0.8908,0.9549
"ENSG00000040633",-0.2434,9.9484,0.04485,0.148
"ENSG00000040731",-1.9039,7.7671,7.624e-10,1.714e-08
"ENSG00000040933",-0.0054,9.8228,0.9618,0.9851
"ENSG00000041353",-1.5474,7.582,2.05e-05,0.0002143
"ENSG00000041357",-0.0325,10.4742,0.7654,0.8976
"ENSG00000041515",1.7221,7.1565,0.005474,0.02812
"ENSG00000041802",0.1883,9.4861,0.08631,0.239
"ENSG00000041880",-0.0716,9.1369,0.584,0.7897
"ENSG00000041982",-0.8108,11.7233,9.586e-07,1.3e-05
"ENSG00000041988",-0.099,8.5581,0.5135,0.7377
"ENSG00000042062",0.1249,10.7061,0.2815,0.5288
"ENSG00000042088",-0.4203,8.534,0.007766,0.03758
"ENSG00000042286",0.7063,9.6052,1.161e-10,2.826e-09
"ENSG00000042317",-0.3179,8.6052,0.03953,0.1345
"ENSG00000042429",0.2066,9.1765,0.1032,0.2719
"ENSG00000042445",-0.0372,10.5116,0.6798,0.8495
"ENSG00000042493",0.013,10.2003,0.8983,0.9586
"ENSG00000042753",0.2328,10.4356,0.02637,0.09864
"ENSG00000042832",0.25,7.5256,0.5006,0.7287
"ENSG00000042980",0.5765,7.1763,0.3629,0.6098
"ENSG00000043093",0.1121,9.7857,0.3084,0.5573
"ENSG00000043143",0.3145,10.7519,0.0008924,0.006058
"ENSG00000043514",-0.0636,8.7145,0.6689,0.8436
"ENSG00000044090",-0.5096,10.3344,1.606e-06,2.101e-05
"ENSG00000044115",0.1131,12.9829,0.1735,0.3908
"ENSG00000044446",0.2706,9.0959,0.03071,0.1108
"ENSG00000044459",-0.2713,9.4124,0.02489,0.09438
"ENSG00000044524",0.0637,7.6747,0.8563,0.9407
"ENSG00000044574",-0.0458,13.8371,0.9075,0.9617
"ENSG00000046604",-0.639,7.3641,0.1372,0.3334
"ENSG00000046647",0.0514,9.0808,0.6953,0.8602
"ENSG00000046651",0.0395,9.5099,0.8124,0.9202
"ENSG00000046653",2.3961,9.7629,2.434e-36,4.304e-34
"ENSG00000046889",-1.0498,7.4387,0.008166,0.03908
"ENSG00000047056",0.2798,9.5321,0.01436,0.061
"ENSG00000047188",0.1861,9.8178,0.07745,0.221
"ENSG00000047230",-0.0206,8.9716,0.8902,0.9546
"ENSG00000047249",0.0477,10.027,0.6736,0.8467
"ENSG00000047315",-0.0192,11.2678,0.8118,0.9199
"ENSG00000047346",-0.0841,9.6881,0.5771,0.7851
"ENSG00000047365",-0.3954,7.6417,0.1822,0.4031
"ENSG00000047410",-0.0151,12.2112,0.8396,0.9332
"ENSG00000047457",0.6266,7.2139,0.2287,0.4645
"ENSG00000047578",-0.0743,9.9508,0.5057,0.7329
"ENSG00000047579",0.0334,8.725,0.8156,0.9221
"ENSG00000047617",0.4287,7.1936,0.4303,0.6733
"ENSG00000047621",-0.3723,9.1595,0.003649,0.02
"ENSG00000047634",0.2372,9.3135,0.06101,0.1863
"ENSG00000047644",0.3259,10.7575,0.004835,0.02541
"ENSG00000047648",-0.0059,9.3156,0.9658,0.9864
"ENSG00000047662",0.2224,7.0631,0.7982,0.9134
"ENSG00000047849",0.1387,14.0002,0.07282,0.2115
"ENSG00000047932",-0.1814,10.6598,0.04363,0.145
"ENSG00000048028",0.0256,9.4996,0.8202,0.9238
"ENSG00000048052",-0.4755,9.1248,5.182e-05,0.0004885
"ENSG00000048140",0.2305,10.0932,0.01834,0.0742
"ENSG00000048162",0.527,8.1887,0.01591,0.06627
"ENSG00000048342",-0.4101,9.9969,5.13e-05,0.0004846
"ENSG00000048392",-0.0701,10.6536,0.4385,0.6804
"ENSG00000048405",0.3822,9.1106,0.00296,0.01682
"ENSG00000048471",0.4285,11.149,0.001443,0.009135
"ENSG00000048540",1.3956,7.7402,4.333e-07,6.327e-06
"ENSG00000048544",-0.062,9.9101,0.5837,0.7897
"ENSG00000048545",-1.4864,7.0101,0.1124,0.2893
"ENSG00000048649",4e-04,10.7881,0.9961,0.9983
"ENSG00000048707",0.646,11.6906,3.512e-13,1.191e-11
"ENSG00000048740",0.9286,12.4259,2.339e-15,9.874e-14
"ENSG00000048828",0.1186,11.8944,0.1532,0.3599
"ENSG00000048991",-0.2243,9.4618,0.0599,0.1838
"ENSG00000049089",-0.7739,7.8469,0.0008728,0.005948
"ENSG00000049130",-0.0885,11.5724,0.4226,0.6671
"ENSG00000049167",-0.2571,8.2924,0.1604,0.3708
"ENSG00000049192",-0.4071,8.3172,0.03494,0.1224
"ENSG00000049239",0.3995,12.6146,0.000143,0.001213
"ENSG00000049245",0.1542,11.7953,0.08276,0.2318
"ENSG00000049246",-2.2078,8.4283,1.673e-16,7.854e-15
"ENSG00000049283",-0.8313,7.2069,0.1277,0.3165
"ENSG00000049323",0.6955,14.2716,1.402e-14,5.486e-13
"ENSG00000049449",-0.0786,12.2832,0.3742,0.6207
"ENSG00000049540",0.956,12.6598,1.931e-14,7.379e-13
"ENSG00000049541",-0.3597,8.271,0.06602,0.1971
"ENSG00000049618",-0.1398,10.9024,0.08873,0.2433
"ENSG00000049656",0.2579,10.7157,0.003892,0.02107
"ENSG00000049759",-1.1208,10.3821,8.998e-13,2.856e-11
"ENSG00000049769",-0.2005,8.0368,0.3556,0.6029
"ENSG00000049860",-0.0123,12.149,0.8885,0.9543
"ENSG00000049883",-0.2602,8.4331,0.1355,0.3305
"ENSG00000050130",0.026,10.1864,0.7843,0.9068
"ENSG00000050165",0.2473,14.0842,0.002341,0.01379
"ENSG00000050327",0.0476,9.3643,0.6903,0.8569
"ENSG00000050344",-0.03,8.6347,0.8393,0.9331
"ENSG00000050393",0.399,9.5531,0.000792,0.005472
"ENSG00000050405",-0.2387,13.059,0.05191,0.1649
"ENSG00000050426",-0.1085,10.0992,0.3393,0.5878
"ENSG00000050438",-0.3252,7.8067,0.1972,0.4239
"ENSG00000050555",-0.1706,7.8786,0.517,0.7406
"ENSG00000050628",-0.2811,9.0302,0.05789,0.1793
"ENSG00000050748",-0.0103,10.0754,0.9134,0.9639
"ENSG00000050820",0.1438,10.4139,0.2415,0.4808
"ENSG00000051009",0.0215,9.2923,0.8529,0.9395
"ENSG00000051108",0.749,11.2344,8.797e-18,4.638e-16
"ENSG00000051128",-0.1963,9.1997,0.1007,0.2666
"ENSG00000051180",0.9469,7.595,0.002356,0.01385
"ENSG00000051341",-0.5181,7.3688,0.2102,0.4407
"ENSG00000051382",0.3584,9.0861,0.01339,0.05777
"ENSG00000051523",0.2665,9.7635,0.01044,0.04761
"ENSG00000051596",-0.1963,8.872,0.1434,0.3438
"ENSG00000051620",0.41,10.4191,1.089e-05,0.000121
"ENSG00000051825",-0.4394,8.6763,0.002158,0.01288
"ENSG00000052126",-0.2876,10.6541,0.01225,0.05389
"ENSG00000052723",-0.049,9.8141,0.6224,0.8154
"ENSG00000052749",0.0338,8.9386,0.8085,0.9183
"ENSG00000052795",0.1841,9.5147,0.09166,0.2488
"ENSG00000052802",-0.1019,8.9516,0.4239,0.6679
"ENSG00000052841",-0.0983,11.2536,0.2477,0.4892
"ENSG00000052850",-2.2018,7.0799,0.2977,0.5463
"ENSG00000053254",0.3997,11.9396,0.002656,0.01532
"ENSG00000053328",-0.7402,7.165,0.2223,0.4556
"ENSG00000053371",0.0899,10.116,0.3237,0.5716
"ENSG00000053372",0.2525,9.0699,0.06376,0.1922
"ENSG00000053438",-0.1636,7.5466,0.6379,0.8257
"ENSG00000053501",-0.1793,8.8934,0.1845,0.4063
"ENSG00000053524",0.5271,7.0305,0.5375,0.7563
"ENSG00000053702",-0.1849,7.5618,0.5522,0.7673
"ENSG00000053747",0.9549,10.3741,2.922e-07,4.402e-06
"ENSG00000053770",-6e-04,9.4691,0.9958,0.9982
"ENSG00000053900",0.0331,9.5275,0.7508,0.8907
"ENSG00000054116",0.0885,9.8493,0.3863,0.6322
"ENSG00000054118",-0.1922,11.5467,0.01217,0.05364
"ENSG00000054148",-0.251,9.9019,0.03929,0.1339
"ENSG00000054219",1.0392,7.1943,0.07086,0.2074
"ENSG00000054267",-0.0957,10.3224,0.311,0.56
"ENSG00000054277",0.8249,8.23,5.975e-05,0.0005557
"ENSG00000054282",-0.3733,9.3882,0.003668,0.02006
"ENSG00000054356",-0.9243,7.2699,0.07771,0.2215
"ENSG00000054392",-0.2539,8.0667,0.2284,0.464
"ENSG00000054523",0.1694,10.7775,0.06665,0.1984
"ENSG00000054598",-0.1543,9.353,0.2026,0.431
"ENSG00000054611",0.0338,9.6334,0.7589,0.8946
"ENSG00000054654",0.1424,10.8454,0.4425,0.6837
"ENSG00000054690",-0.6701,7.1687,0.2712,0.5164
"ENSG00000054793",0.165,11.7148,0.1633,0.3756
"ENSG00000054938",-1.511,7.9735,5.548e-08,9.521e-07
"ENSG00000054965",-0.2506,10.8463,0.003769,0.02053
"ENSG00000054967",-0.2678,7.1982,0.6426,0.8283
"ENSG00000054983",0.2993,9.7472,0.003644,0.01998
"ENSG00000055044",0.1631,9.4797,0.1789,0.3987
"ENSG00000055070",0.237,11.3129,0.01742,0.07107
"ENSG00000055118",-1.2298,7.1998,0.07007,0.2058
"ENSG00000055130",0.2789,10.536,0.002872,0.01639
"ENSG00000055147",0.0613,9.4858,0.5934,0.7958
"ENSG00000055163",-1.0031,8.8303,6.293e-12,1.77e-10
"ENSG00000055208",0.0768,10.855,0.4467,0.6864
"ENSG00000055211",0.2683,11.3333,0.001346,0.008611
"ENSG00000055332",-0.1548,11.0185,0.0623,0.1892
"ENSG00000055483",0.1933,10.0091,0.04163,0.1399
"ENSG00000055609",-0.2008,11.0871,0.01889,0.07585
"ENSG00000055732",-0.382,8.082,0.079,0.2243
"ENSG00000055813",-1.3786,7.3205,0.004166,0.02239
"ENSG00000055917",0.1387,11.274,0.1199,0.3021
"ENSG00000055950",-0.0644,9.5252,0.5991,0.7992
"ENSG00000056050",-0.1691,8.9508,0.2674,0.5122
"ENSG00000056097",0.1635,11.6324,0.03393,0.1196
"ENSG00000056277",-0.4542,8.3635,0.01376,0.059
"ENSG00000056558",0.2803,8.6346,0.09075,0.2472
"ENSG00000056586",0.368,10.6184,2.242e-05,0.0002327
"ENSG00000056661",-0.2823,9.6947,0.006916,0.03414
"ENSG00000056736",-1.0121,7.8771,7.815e-06,8.947e-05
"ENSG00000056972",0.2604,9.4398,0.04236,0.1418
"ENSG00000056998",0.251,8.8251,0.08571,0.2377
"ENSG00000057019",-0.0553,11.335,0.5046,0.7319
"ENSG00000057252",0.6576,10.4469,4.376e-09,8.896e-08
"ENSG00000057294",1.9699,7.1987,0.001146,0.007494
"ENSG00000057593",0.9093,7.0514,0.2701,0.5153
"ENSG00000057608",0.0027,11.7803,0.9731,0.9892
"ENSG00000057657",1.2084,8.56,2.317e-07,3.569e-06
"ENSG00000057663",0.2682,9.57,0.02726,0.1013
"ENSG00000057704",0.8756,7.3288,0.0518,0.1647
"ENSG00000057757",-0.0652,9.436,0.5906,0.7939
"ENSG00000057935",-0.201,9.9803,0.03535,0.1233
"ENSG00000058056",0.3675,9.2782,0.004479,0.02384
"ENSG00000058063",0.3646,10.8373,2.954e-05,0.0002957
"ENSG00000058085",0.9052,7.8666,0.0001947,0.001595
"ENSG00000058091",-0.0084,10.5877,0.937,0.9734
"ENSG00000058262",-0.2941,13.2325,0.001588,0.009886
"ENSG00000058272",0.3208,10.863,0.00033,0.002548
"ENSG00000058453",0.0361,9.6207,0.7279,0.878
"ENSG00000058600",0.2577,9.4172,0.02688,0.1002
"ENSG00000058668",-0.1407,13.439,0.1785,0.3982
"ENSG00000058673",0.0049,11.987,0.9549,0.9823
"ENSG00000058729",-0.1512,9.064,0.2188,0.4512
"ENSG00000058799",0.3961,9.3431,0.0002962,0.002312
"ENSG00000058804",-0.1103,8.7826,0.4913,0.7225
"ENSG00000059122",-0.0263,10.504,0.8096,0.9192
"ENSG00000059145",0.2778,9.7567,0.006491,0.03233
"ENSG00000059377",-0.223,7.2417,0.6862,0.854
"ENSG00000059378",0.1155,8.7467,0.4553,0.6931
"ENSG00000059573",-0.4057,10.6527,0.001839,0.01121
"ENSG00000059588",-0.3137,9.0597,0.04472,0.1478
"ENSG00000059691",-0.2636,9.027,0.04471,0.1477
"ENSG00000059728",-0.1237,8.5214,0.4616,0.6981
"ENSG00000059758",-0.3124,9.9841,0.003545,0.01951
"ENSG00000059769",0.1121,8.8368,0.4369,0.6789
"ENSG00000059804",0.0163,10.4311,0.908,0.9618
"ENSG00000059915",-0.3353,8.2802,0.06985,0.2054
"ENSG00000060069",0.2838,9.4145,0.01647,0.06806
"ENSG00000060138",0.5012,12.2705,1.356e-05,0.0001472
"ENSG00000060237",-0.1068,12.4401,0.1675,0.3814
"ENSG00000060339",0.0146,10.805,0.8957,0.9573
"ENSG00000060491",0.1142,10.3286,0.2169,0.4492
"ENSG00000060642",0.2437,8.9527,0.06255,0.1897
"ENSG00000060656",0.1509,9.1734,0.3215,0.5696
"ENSG00000060688",-0.0572,9.3582,0.6099,0.8078
"ENSG00000060718",2.4273,8.8243,4.041e-51,1.55e-48
"ENSG00000060749",-0.1459,10.2563,0.1511,0.3574
"ENSG00000060762",0.4503,8.9282,0.0007634,0.005301
"ENSG00000060971",0.0966,9.4813,0.4261,0.6698
"ENSG00000060982",0.0239,11.3052,0.7822,0.9061
"ENSG00000061273",0.5878,11.5434,5.369e-13,1.764e-11
"ENSG00000061337",-1.0144,7.8274,9.718e-05,0.000859
"ENSG00000061455",-0.0199,10.07,0.8796,0.9497
"ENSG00000061656",0.3851,8.0378,0.14,0.3383
"ENSG00000061676",0.257,12.5157,0.0076,0.03695
"ENSG00000061794",0.2395,9.5839,0.033,0.1171
"ENSG00000061918",-0.0796,10.8002,0.644,0.8294
"ENSG00000061936",-0.0939,9.9731,0.3278,0.5765
"ENSG00000061938",-0.2231,9.4013,0.04481,0.1479
"ENSG00000061987",-0.1033,10.5689,0.2535,0.4961
"ENSG00000062194",-0.1609,10.3114,0.08057,0.2271
"ENSG00000062282",-0.348,7.2875,0.4665,0.7021
"ENSG00000062370",0.206,8.2459,0.2447,0.4851
"ENSG00000062485",-0.0764,10.8627,0.423,0.6672
"ENSG00000062582",-0.3031,7.216,0.5727,0.7819
"ENSG00000062598",0.1693,10.4626,0.09659,0.2587
"ENSG00000062650",0.088,10.3739,0.3168,0.5653
"ENSG00000062716",0.548,11.6545,3.936e-09,8.075e-08
"ENSG00000062725",-0.0815,10.9187,0.472,0.7065
"ENSG00000062822",-0.3797,8.1712,0.05352,0.1688
"ENSG00000063046",-0.0244,13.4149,0.7764,0.9032
"ENSG00000063127",-0.8718,7.4562,0.02273,0.08797
"ENSG00000063169",0.476,8.772,0.0004203,0.003133
"ENSG00000063176",0.1156,8.7019,0.4172,0.6617
"ENSG00000063177",-0.0878,12.9906,0.3998,0.646
"ENSG00000063180",-0.5015,8.0972,0.01319,0.05706
"ENSG00000063241",-0.0698,9.1017,0.6019,0.8018
"ENSG00000063244",-0.2307,11.0687,0.02544,0.0961
"ENSG00000063245",0.1837,11.2812,0.0315,0.113
"ENSG00000063322",0.0739,10.5877,0.3993,0.6455
"ENSG00000063438",-0.4334,9.6543,0.0004975,0.003641
"ENSG00000063587",0.3519,9.5919,0.001794,0.01098
"ENSG00000063601",-0.005,9.8284,0.9591,0.9842
"ENSG00000063660",-0.4145,12.1676,0.0009625,0.006466
"ENSG00000063761",-0.1592,8.1275,0.4167,0.6614
"ENSG00000063854",0.2596,9.0857,0.03091,0.1113
"ENSG00000063978",0.0318,10.3951,0.7198,0.874
"ENSG00000064012",-0.1939,9.0341,0.1386,0.3358
"ENSG00000064042",-0.0108,9.2097,0.9487,0.9787
"ENSG00000064102",-0.0154,9.1625,0.8953,0.9569
"ENSG00000064115",0.8141,10.6352,1.998e-08,3.703e-07
"ENSG00000064199",-0.0637,7.9761,0.7647,0.8973
"ENSG00000064201",-1.6203,7.2808,0.0007635,0.005301
"ENSG00000064205",-0.9528,10.8966,3.239e-14,1.207e-12
"ENSG00000064225",-0.5656,7.502,0.1055,0.2764
"ENSG00000064309",-1.5892,8.946,7.947e-11,1.974e-09
"ENSG00000064313",0.0752,9.9469,0.4511,0.6903
"ENSG00000064393",0.5878,11.4252,1.721e-11,4.626e-10
"ENSG00000064419",-0.0857,10.4326,0.3285,0.5773
"ENSG00000064490",0.0115,8.8717,0.9324,0.9726
"ENSG00000064545",0.1077,8.9411,0.4392,0.681
"ENSG00000064547",-0.1128,7.587,0.7105,0.8681
"ENSG00000064601",-0.2747,12.8203,0.0001893,0.001555
"ENSG00000064607",-0.1389,10.4192,0.1808,0.401
"ENSG00000064651",0.0439,9.41,0.7391,0.8842
"ENSG00000064652",0.5465,8.8242,3.661e-05,0.000358
"ENSG00000064655",0.0808,8.0698,0.6799,0.8496
"ENSG00000064666",0.7711,13.0193,3.136e-12,9.255e-11
"ENSG00000064687",-0.8063,8.3043,8.149e-06,9.306e-05
"ENSG00000064692",-1.5112,7.5674,1.899e-05,0.0002004
"ENSG00000064703",0.3064,9.0235,0.01422,0.06058
"ENSG00000064726",0.1291,11.139,0.1111,0.287
"ENSG00000064763",0.3898,8.8325,0.01098,0.0496
"ENSG00000064886",-0.0483,10.5275,0.7194,0.8738
"ENSG00000064932",0.287,10.4132,0.007699,0.03731
"ENSG00000064933",0.5321,9.2688,9.397e-05,0.0008346
"ENSG00000064961",0.2072,10.3415,0.03138,0.1128
"ENSG00000064989",-0.6069,7.5532,0.05354,0.1688
"ENSG00000064995",0.0602,8.5508,0.7125,0.869
"ENSG00000064999",0.1478,9.8046,0.1646,0.3776
"ENSG00000065000",-0.0215,12.0129,0.7844,0.9068
"ENSG00000065029",-0.0824,9.3265,0.4631,0.6995
"ENSG00000065054",-0.1513,10.0474,0.3608,0.6077
"ENSG00000065057",-0.1245,8.0327,0.554,0.7687
"ENSG00000065060",-0.121,9.1171,0.3246,0.5726
"ENSG00000065135",0.1027,10.948,0.3201,0.5686
"ENSG00000065150",-0.1375,12.1203,0.122,0.306
"ENSG00000065154",0.0593,11.6071,0.4496,0.6889
"ENSG00000065183",0.0568,9.3851,0.6334,0.8227
"ENSG00000065243",0.077,10.6354,0.3958,0.6415
"ENSG00000065268",0.2377,8.8673,0.1511,0.3574
"ENSG00000065308",0.2065,13.3054,0.005462,0.02809
"ENSG00000065320",0.5331,12.0277,2.362e-10,5.576e-09
"ENSG00000065328",-0.4345,7.0918,0.532,0.7518
"ENSG00000065357",-0.0817,10.1601,0.3936,0.6392
"ENSG00000065361",0.3899,7.3255,0.3866,0.6325
"ENSG00000065413",-0.1095,8.2328,0.582,0.7884
"ENSG00000065427",0.0858,11.0309,0.3545,0.602
"ENSG00000065457",-0.2341,8.7836,0.1061,0.2774
"ENSG00000065485",-0.1604,9.8632,0.1143,0.2926
"ENSG00000065491",-0.4117,8.9153,0.002062,0.01238
"ENSG00000065518",-0.2375,9.8703,0.01315,0.05692
"ENSG00000065526",0.6559,10.649,9.394e-09,1.816e-07
"ENSG00000065534",0.0516,14.2004,0.5449,0.762
"ENSG00000065548",-0.1137,9.9711,0.2752,0.5209
"ENSG00000065559",0.1195,9.6603,0.2889,0.5375
"ENSG00000065600",-0.2102,8.0154,0.3211,0.5692
"ENSG00000065613",0.1176,10.8772,0.2053,0.4342
"ENSG00000065615",-0.1043,8.8817,0.4239,0.6679
"ENSG00000065621",0.0428,7.708,0.8808,0.9501
"ENSG00000065665",-0.4574,8.2574,0.008868,0.0417
"ENSG00000065717",0.7694,8.6872,1.54e-06,2.029e-05
"ENSG00000065802",0.3103,10.4326,0.0008894,0.006043
"ENSG00000065809",-0.9892,11.1784,2.762e-16,1.264e-14
"ENSG00000065833",-0.6448,9.7379,2.414e-06,3.052e-05
"ENSG00000065882",0.5773,9.9492,7.948e-08,1.321e-06
"ENSG00000065883",0.1435,10.4314,0.1182,0.2994
"ENSG00000065911",0.199,9.3877,0.3135,0.5627
"ENSG00000065923",-0.4439,9.2184,0.004654,0.02462
"ENSG00000065970",0.0305,9.8913,0.7665,0.8978
"ENSG00000065978",-0.071,13.3386,0.344,0.5922
"ENSG00000065989",0.2202,9.8253,0.02389,0.09144
"ENSG00000066027",0.244,9.8602,0.0689,0.2033
"ENSG00000066044",0.0558,10.3121,0.5555,0.7694
"ENSG00000066084",-0.228,10.1849,0.03982,0.1352
"ENSG00000066117",0.038,9.9881,0.7277,0.878
"ENSG00000066135",-0.2888,10.0107,0.002057,0.01235
"ENSG00000066136",-0.2978,9.1687,0.01163,0.05175
"ENSG00000066185",-0.427,7.2687,0.3855,0.6314
"ENSG00000066230",-0.1915,7.5925,0.5753,0.7837
"ENSG00000066279",-0.5948,8.1766,0.002186,0.01301
"ENSG00000066322",0.5267,10.2591,1.218e-08,2.314e-07
"ENSG00000066379",-0.2137,7.763,0.4322,0.6748
"ENSG00000066382",-1.105,7.0879,0.1416,0.3409
"ENSG00000066405",-0.2388,7.2712,0.6573,0.8372
"ENSG00000066422",-0.3089,9.3213,0.01769,0.07199
"ENSG00000066427",-0.057,9.0707,0.697,0.8609
"ENSG00000066455",0.0117,10.6206,0.8926,0.9553
"ENSG00000066468",-2.1481,7.3855,2.65e-06,3.335e-05
"ENSG00000066557",-0.0016,8.9665,0.991,0.9964
"ENSG00000066583",-0.0075,8.8998,0.9537,0.9816
"ENSG00000066629",0.0851,11.5614,0.3814,0.6281
"ENSG00000066651",-0.1493,8.6652,0.2988,0.5478
"ENSG00000066654",-0.03,9.8928,0.7583,0.8943
"ENSG00000066697",-0.6652,9.5134,1.368e-08,2.578e-07
"ENSG00000066739",-0.1575,10.6198,0.08041,0.2269
"ENSG00000066777",0.083,10.817,0.3702,0.6169
"ENSG00000066827",-0.4296,8.5742,0.006898,0.03406
"ENSG00000066855",0.3823,8.9492,0.006242,0.03134
"ENSG00000066923",0.041,8.2135,0.8205,0.9238
"ENSG00000066926",-0.0744,9.3868,0.5056,0.7328
"ENSG00000066933",0.1157,10.2679,0.2004,0.4282
"ENSG00000067048",0.073,9.7023,0.6102,0.808
"ENSG00000067057",-0.0671,11.168,0.8394,0.9331
"ENSG00000067064",0.0205,9.0394,0.8741,0.947
"ENSG00000067066",0.01,11.1748,0.9203,0.967
"ENSG00000067082",1.0895,11.6512,1.058e-16,5.086e-15
"ENSG00000067113",-0.9394,10.3737,5.241e-09,1.049e-07
"ENSG00000067141",-0.2697,10.2989,0.007012,0.03454
"ENSG00000067167",0.6074,13.2354,4.867e-11,1.236e-09
"ENSG00000067177",0.8825,9.3769,1.323e-07,2.118e-06
"ENSG00000067182",0.0787,11.9903,0.421,0.6656
"ENSG00000067191",0.2075,8.2897,0.2264,0.4615
"ENSG00000067208",0.2249,9.8443,0.03649,0.1262
"ENSG00000067221",-0.3401,8.9215,0.01408,0.06015
"ENSG00000067225",-0.3638,14.4017,0.0001246,0.001074
"ENSG00000067248",-0.0272,10.4052,0.7737,0.9016
"ENSG00000067334",0.0944,9.9744,0.3558,0.603
"ENSG00000067365",0.084,8.999,0.5222,0.744
"ENSG00000067369",-0.7594,10.9847,5.979e-18,3.218e-16
"ENSG00000067445",-0.7516,9.7006,3.566e-10,8.276e-09
"ENSG00000067533",0.143,8.7445,0.3174,0.5661
"ENSG00000067560",0.134,13.2332,0.06275,0.1901
"ENSG00000067596",0.0291,10.3138,0.77,0.8992
"ENSG00000067601",-0.2123,7.3889,0.5946,0.7963
"ENSG00000067606",0.1305,7.1309,0.837,0.9326
"ENSG00000067646",0.2901,8.5548,0.09489,0.2552
"ENSG00000067704",0.1236,11.5539,0.1724,0.3891
"ENSG00000067715",0.0162,7.1741,0.9793,0.9914
"ENSG00000067798",2.0944,9.5079,2.904e-05,0.0002914
"ENSG00000067829",-0.0908,9.8282,0.385,0.631
"ENSG00000067836",0.0198,8.5584,0.8976,0.9582
"ENSG00000067840",-0.3759,7.2801,0.4153,0.6604
"ENSG00000067900",0.5743,11.4569,4.809e-11,1.223e-09
"ENSG00000067955",0.4516,9.6075,0.001418,0.009001
"ENSG00000067992",0.3364,7.8094,0.2295,0.4654
"ENSG00000068001",-0.2467,9.2605,0.02911,0.1064
"ENSG00000068024",0.1012,9.5041,0.3729,0.6194
"ENSG00000068028",0.4538,9.875,1.119e-05,0.0001239
"ENSG00000068078",0.4207,7.1677,0.469,0.7039
"ENSG00000068079",0.2625,9.1749,0.04156,0.1398
"ENSG00000068097",-0.101,9.1716,0.4483,0.6879
"ENSG00000068120",0.2472,10.0546,0.01396,0.05971
"ENSG00000068137",-0.1132,9.1813,0.4484,0.688
"ENSG00000068305",0.5291,10.7629,9.498e-09,1.832e-07
"ENSG00000068308",0.1758,10.6481,0.04949,0.1596
"ENSG00000068323",-0.1039,11.2023,0.3083,0.5573
"ENSG00000068354",-0.0502,8.8573,0.7122,0.869
"ENSG00000068366",-0.34,11.8866,1.917e-05,0.0002018
"ENSG00000068383",1.3811,10.3372,9.884e-46,2.785e-43
"ENSG00000068394",0.0219,9.0248,0.8669,0.9446
"ENSG00000068400",-0.0348,9.596,0.7593,0.8949
"ENSG00000068438",0.0228,9.2031,0.8668,0.9446
"ENSG00000068489",-0.2399,7.9581,0.2797,0.5268
"ENSG00000068650",-0.0237,10.1184,0.8389,0.933
"ENSG00000068654",0.1791,10.4045,0.105,0.2756
"ENSG00000068697",-0.2351,13.042,0.002129,0.01271
"ENSG00000068724",-0.0513,10.1447,0.6001,0.8
"ENSG00000068745",-0.3142,9.9509,0.01448,0.0614
"ENSG00000068784",-0.5778,8.8362,9.529e-05,0.0008451
"ENSG00000068793",0.1727,11.6579,0.04304,0.1436
"ENSG00000068796",-0.0932,9.5884,0.4173,0.6618
"ENSG00000068831",2.0198,7.9836,2.485e-14,9.353e-13
"ENSG00000068878",0.1867,10.7572,0.0816,0.2293
"ENSG00000068885",-0.3105,9.6526,0.01401,0.05989
"ENSG00000068903",-0.1181,10.3941,0.2657,0.5102
"ENSG00000068912",0.1929,11.0374,0.01642,0.0679
"ENSG00000068971",0.1386,9.3867,0.2905,0.5389
"ENSG00000068976",-0.8221,7.3835,0.06902,0.2035
