"gene","TCGA-BH-A0C0-11A","TCGA-BH-A18J-11A","TCGA-AC-A2FM-11B","TCGA-BH-A18N-11A","TCGA-BH-A0DQ-11A","TCGA-GI-A2C8-11A","TCGA-BH-A0H5-11A","TCGA-BH-A0DZ-11A","TCGA-BH-A0DL-11A","TCGA-BH-A18M-11A","TCGA-E9-A1N9-11A","TCGA-BH-A18Q-11A","TCGA-BH-A1FM-11B","TCGA-BH-A1EO-11A","TCGA-BH-A1F8-11B","TCGA-BH-A0DG-11A","TCGA-E9-A1RB-11A","TCGA-BH-A0DO-11A","TCGA-A7-A13E-11A","TCGA-BH-A1FR-11B","TCGA-A8-A0A7-01A","TCGA-E9-A22D-01A","TCGA-A8-A08H-01A","TCGA-BH-A0DZ-01A","TCGA-BH-A0BQ-01A","TCGA-JL-A3YW-01A","TCGA-E9-A22G-01A","TCGA-AO-A0JE-01A","TCGA-E9-A1N6-01A","TCGA-D8-A1XY-01A","TCGA-C8-A12T-01A","TCGA-AN-A0FX-01A","TCGA-A8-A06U-01A","TCGA-C8-A135-01A","TCGA-S3-AA14-01A","TCGA-E9-A3X8-01A","TCGA-BH-A0AW-01A","TCGA-C8-A12Q-01A","TCGA-AQ-A04L-01B","TCGA-AN-A0XP-01A","TCGA-EW-A6S9-01A","TCGA-A8-A06X-01A","TCGA-C8-A1HF-01A","TCGA-3C-AALK-01A","TCGA-C8-A12P-01A","TCGA-E2-A1IF-01A","TCGA-BH-A0C3-01A","TCGA-EW-A1IZ-01A","TCGA-GM-A2DO-01A","TCGA-EW-A1J5-01A","TCGA-D8-A1XG-01A","TCGA-BH-A5J0-01A","TCGA-E9-A227-01A","TCGA-B6-A1KC-01B","TCGA-AN-A046-01A","TCGA-AN-A0XL-01A","TCGA-E2-A1IL-01A","TCGA-A2-A0YL-01A","TCGA-D8-A1JC-01A","TCGA-AO-A12H-01A","TCGA-D8-A27K-01A","TCGA-A8-A06Y-01A","TCGA-BH-A1EY-01A","TCGA-BH-A0DL-01A","TCGA-GM-A5PX-01A","TCGA-GI-A2C8-01A","TCGA-D8-A73W-01A","TCGA-D8-A1JM-01A","TCGA-A2-A0T7-01A","TCGA-A8-A08I-01A","TCGA-BH-A0BL-01A","TCGA-LL-A441-01A","TCGA-D8-A143-01A","TCGA-EW-A6SB-01A","TCGA-E2-A150-01A","TCGA-A2-A0T2-01A","TCGA-AO-A0JL-01A","TCGA-EW-A1P4-01A","TCGA-LL-A73Y-01A","TCGA-A1-A0SK-01A","TCGA-HN-A2NL-01A","TCGA-C8-A1HJ-01A","TCGA-EW-A1PH-01A","TCGA-E9-A5FL-01A","TCGA-AC-A2QH-01A","TCGA-S3-AA15-01A","TCGA-A2-A3XT-01A","TCGA-D8-A1XQ-01A","TCGA-A7-A4SE-01A","TCGA-D8-A1JF-01A","TCGA-B6-A402-01A","TCGA-AC-A2QH-01B","TCGA-A7-A6VV-01A","TCGA-BH-A0RX-01A","TCGA-AR-A5QQ-01A"
"DVL1",10.3925,10.7033,11.3504,10.4432,10.2702,13.4647,10.572,11.0501,10.1158,10.487,10.5131,9.9564,9.8243,10.3605,9.9738,9.7369,10.0015,10.1706,9.8707,9.8407,9.8541,10.2364,10.0334,11.3453,10.9964,11.0388,10.348,9.5053,10.7647,9.7817,11.2433,10.8709,10.0944,10.3637,11.5914,11.6947,11.3667,10.7749,11.3927,10.026,11.2122,11.2553,10.6795,11.7243,10.0828,11.1782,10.6044,11.8164,11.1936,10.2279,10.2998,11.4197,10.0206,8.782,10.9121,10.663,10.3595,10.2828,9.7664,11.3591,10.1423,9.912,10.2273,11.4612,10.9161,10.2069,10.5303,10.9664,10.1822,9.7256,9.9805,10.2691,10.5293,11.936,11.9046,11.9992,11.3483,10.994,10.7902,11.1356,11.4375,9.3008,10.7657,11.511,10.2909,10.9578,12.2896,10.634,10.1293,8.7014,12.0498,10.8336,11.4043,10.0762,12.2205
"MXRA8",11.5132,11.6664,12.7879,11.831,11.5982,10.9372,11.7825,11.6007,11.9946,12.4519,11.7797,11.5096,11.9533,13.1885,11.8314,10.9979,12.1254,11.3918,12.6981,11.9595,12.2391,10.9724,12.5941,12.7391,13.2494,13.9862,8.7917,13.0193,12.3999,12.3791,12.911,11.795,10.8106,12.0455,13.2962,14.0177,12.3208,11.3465,12.4343,11.6499,12.7451,10.8118,12.1463,13.7789,11.9483,13.5824,12.2963,13.014,11.2616,11.1656,11.0861,13.1106,11.2941,9.4861,11.8798,12.0866,11.8051,13.0025,11.5475,9.9584,11.2628,9.8687,12.4756,9.5215,13.1653,11.9913,11.5605,8.3681,12.4941,8.9989,12.6904,10.758,9.7626,8.5835,10.2396,11.2754,10.9702,10.4914,13.4599,10.6397,9.4845,9.5054,12.9208,11.9498,10.9555,12.198,10.5055,12.7167,12.2258,11.3496,11.4184,10.548,12.8212,11.4331,11.4087
"AURKAIP1",10.1214,10.4566,12.0433,10.2424,10.2407,11.8519,10.1541,11.476,10.1703,10.1936,10.4871,9.4502,9.5257,10.8006,9.8624,9.3842,9.7673,9.7691,10.079,9.7227,11.2327,11.1548,10.8395,12.1379,11.2776,11.5294,10.4966,10.0975,10.9141,10.0246,11.8019,10.6162,10.8644,11.3721,11.2718,13.3284,13.017,10.9247,11.3959,10.5083,11.5227,11.5589,11.1945,11.8606,11.111,11.7532,10.7771,12.3357,11.5299,9.9833,9.7152,12.6555,10.7407,8.7893,11.3138,10.5032,10.4982,10.2012,9.574,11.2654,9.6492,10.3403,10.172,11.3652,11.6169,10.0133,10.2539,10.0895,10.3259,9.8144,10.2399,10.2769,11.0608,12.2468,10.9518,12.3973,12.0947,11.5646,10.5541,11.2782,11.1476,8.9905,10.6203,12.5011,9.9652,11.2476,12.3947,10.7483,10.2043,8.8168,11.6975,9.5255,11.2789,11.3906,12.3879
"CCNL2",11.7573,11.8066,11.7358,11.694,11.565,10.5164,12.1442,11.1142,11.9288,11.6004,11.919,11.8952,11.7648,10.471,11.2203,11.6009,11.0347,11.5207,10.9647,11.9551,10.5521,11.3262,10.6418,10.9421,10.3265,12.2617,11.0408,10.2058,11.5852,11.0363,10.584,11.5392,11.161,10.4788,12.5716,12.0307,11.1208,10.7734,12.8583,10.8968,11.3879,10.6631,11.6192,12.4728,10.3557,11.8619,11.2562,11.4182,12.9038,11.711,11.0531,11.6679,11.0913,10.5809,11.8434,11.6816,11.4459,11.1685,10.3142,10.8358,11.4678,10.5225,11.5206,12.6393,11.8682,11.3077,11.3172,9.8018,10.5455,11.0085,10.906,12.163,9.5806,11.182,11.3844,11.4439,12.2967,10.332,11.7495,11.3861,11.9756,10.8185,10.9135,11.673,11.3158,12.1146,11.8319,10.984,11.3659,10.262,12.124,13.3549,11.5177,10.0959,11.2707
"MRPL20",10.506,10.7889,11.6933,10.5661,10.5675,12.0595,10.4448,11.5016,10.4848,10.5106,10.7087,10.3688,10.5394,11.517,10.8749,10.398,10.7374,10.5828,11.0796,10.6094,11.2557,11.5044,10.929,12.6399,11.1221,11.05,11.2455,10.4818,10.7966,10.4743,11.492,10.5566,11.1346,11.6239,10.9446,12.6323,12.1392,10.9474,12.1582,11.0558,11.3773,11.529,11.6985,11.421,10.988,11.4518,11.0377,11.8856,11.5319,10.7141,9.7086,12.1279,11.3662,9.7634,11.6843,10.6322,11.0083,10.7273,10.3152,11.1947,10.2661,10.139,11.1193,11.5157,11.6936,10.5493,10.3218,10.7763,10.2177,10.1548,10.3903,10.3144,11.0075,12.1252,11.0365,11.4185,11.2572,11.367,10.5515,11.4258,10.4757,10.9212,10.6777,11.1605,10.1221,10.9578,11.751,10.9018,9.477,10.6163,11.328,10.5235,11.0184,11.1973,11.9166
"ANKRD65",10.0096,8.9115,10.5357,9.049,9.0774,7.7412,9.5821,9.5861,9.505,9.3619,9.2864,9.119,9.0298,9.3531,8.4328,8.1576,8.7703,9.5639,8.8462,8.916,8.2624,7.086,8.702,7.9137,8.8697,8.9493,8.5,6.8722,8.1497,7.8365,7.9588,8.5824,7.31,8.2676,8.236,10.2767,8.1148,7.705,8.7241,6.8699,7.555,7.2183,7.0895,8.0619,6.979,9.5346,7.738,8.5451,8.3789,8.362,8.9795,7.811,8.2621,7.304,7.2607,8.1654,8.8366,8.6693,7.2525,8.1933,7.5126,8.0085,7.1198,11.9772,9.367,8.0262,7.5842,6.7636,9.2498,7.2298,8.2199,8.4035,8.6899,7.1291,9.005,9.3614,9.0858,7.3257,8.4122,9.822,8.1772,6.873,7.1999,11.3843,7.2379,8.2777,7.3399,8.912,7.839,6.6056,8.9956,7.1484,8.1957,8.6844,9.1298
"VWA1",11.13,10.9118,12.488,10.7479,10.5201,9.5012,10.7407,12.2483,11.4018,10.7718,10.7815,10.1862,10.2252,10.7935,10.6176,9.8244,9.8796,10.4967,10.7235,10.833,11.7704,10.7527,12.0826,12.1994,12.3605,12.406,9.2667,11.3037,11.6958,11.6336,12.1345,12.1381,10.9869,11.3698,12.2549,12.7876,11.8476,12.715,11.3404,12.1356,11.2794,10.8156,11.8166,12.3339,10.0869,12.5316,10.8915,12.5509,11.6779,10.9377,11.9797,13.2194,11.8769,9.1162,12.2608,11.4815,11.9274,11.1707,10.9726,11.6847,11.1663,11.6114,10.2017,12.8975,12.1875,12.0579,11.6377,10.7389,12.1505,10.0234,11.6829,10.955,11.6292,11.2289,12.903,12.902,12.9734,11.0635,12.3021,9.4187,9.2171,9.2628,11.3368,12.82,8.6059,11.9154,12.3882,12.5204,10.9637,10.1831,11.2428,8.7585,12.964,11.8655,11.5883
"ATAD3C",8.3037,7.9897,9.7863,8.4549,8.2836,6.3678,8.6649,9.1611,8.1002,8.402,8.2229,8.2666,7.9373,7.2474,7.9767,7.7777,7.9125,8.7069,7.7577,8.3962,7.4141,6.7138,7.6117,8.4716,7.6021,9.0027,6.7625,6.3819,6.7917,6.6136,8.9162,8.274,6.6971,7.0729,9.4039,8.8923,6.6138,7.7577,7.2713,6.2153,6.8496,8.6822,6.741,8.3789,6.6836,9.4263,7.3787,10.1584,9.3697,9.4333,8.2057,7.8432,6.6673,9.2354,6.5975,7.8376,8.2334,7.9409,7.1979,9.9729,8.2998,9.0154,7.3916,7.7117,8.8911,8.9813,8.77,8.0322,8.1294,7.8296,9.2054,7.6237,7.2607,7.7148,8.7959,11.4445,11.17,6.9613,7.3741,9.0647,6.9216,6.5077,7.8889,8.3721,6.7474,8.6509,8.5056,7.3599,9.511,6.2638,9.8674,7.9135,8.7268,8.2891,7.9769
"ATAD3B",9.011,9.2293,9.9397,9.0174,8.6143,8.0258,9.2043,9.1519,9.0008,9.0838,9.3965,9.097,8.8566,8.2344,8.6434,8.3629,8.1029,8.6208,7.8371,8.8683,8.5214,9.2839,9.2397,8.9766,8.3733,10.6728,9.412,8.1227,8.9849,8.1097,9.8334,9.256,8.3933,8.8807,9.9368,11.0169,8.5367,9.6001,10.0838,7.9098,9.3146,8.7513,9.3508,9.9794,8.9838,9.5162,8.9819,9.8292,10.223,9.2632,8.5068,9.575,8.2435,7.3361,9.354,8.9518,8.7651,8.5658,7.8985,8.568,8.553,8.1628,8.2863,10.7503,9.8351,8.522,9.3183,9.528,8.4372,8.6757,9.2671,9.9797,9.0436,11.0541,10.3083,9.9001,10.2071,9.3602,9.3073,9.9774,10.0645,8.3689,9.2368,9.6343,11.3765,10.2994,10.7583,9.7903,9.6587,8.0879,11.437,12.3655,10.4109,9.9504,10.5159
"ATAD3A",9.1855,9.498,10.4294,9.1398,9.1649,9.8687,9.1683,10.5563,9.1922,9.3028,9.5853,8.8927,8.8622,9.0653,8.8556,8.6236,8.6959,9.0144,8.7514,8.7088,9.8333,9.9962,10.3943,10.5766,9.8662,10.5112,10.2999,9.2236,10.3715,9.1188,11.1355,10.4971,9.9516,10.3799,10.068,11.1373,10.2197,10.2897,10.4498,8.8242,9.9467,10.5385,10.3376,10.4209,10.4408,10.2356,9.8139,10.4696,9.5831,9.3612,9.1542,10.1406,9.4211,7.9348,10.1639,9.8433,9.7711,9.2105,8.7175,9.5466,8.9639,9.6319,9.0093,11.1934,10.0341,8.7203,9.064,9.3568,9.515,9.4204,9.8404,10.0245,10.798,11.9498,10.7128,11.7651,10.174,10.9091,9.7556,10.9562,11.3082,8.3054,10.0368,10.9602,10.6991,10.5352,11.7965,10.6844,9.9944,8.4568,11.8368,11.1216,11.3057,10.4958,11.8328
"TMEM240",6.522,6.4834,7.0848,6.3586,6.6269,6.4713,6.6041,6.6753,6.603,6.5083,6.3666,6.2942,6.444,6.6155,6.2895,6.0886,6.3747,6.5493,6.1756,6.2212,6.084,6.0293,6.421,6.9129,6.5231,6.972,6.0892,6.2336,6.096,6.2898,6.6125,6.2476,5.7888,6.1704,6.5535,8.0149,6.3339,6.1204,5.9356,5.9635,6.5613,6.0321,6.1006,6.6317,6.1844,6.9666,6.0196,6.2138,6.0803,5.9304,6.0701,6.9491,5.9258,5.3397,6.0041,6.5074,6.0965,6.1618,6.0362,6.3124,6.0003,6.0309,6.2396,6.0846,6.9655,6.1016,6.3681,5.8064,6.3434,5.983,6.1923,6.3932,6.3012,6.3931,6.2312,6.766,6.8457,6.1746,6.542,6.2894,6.0938,5.6853,6.2376,6.8352,6.5205,6.5093,6.4704,6.0289,6.4067,5.6821,6.4907,6.8307,6.7611,6.1374,6.1732
"SSU72",11.5511,11.7324,12.4005,11.5812,11.5809,12.8076,11.4987,12.2472,11.5297,11.635,11.6492,11.3571,11.6801,12.3413,11.7876,11.4139,11.8377,11.7885,12.1337,11.4373,12.2934,11.8993,11.6481,13.3048,12.0027,12.1917,12.3013,11.2829,11.3573,11.3872,12.0365,11.9964,12.109,12.3989,11.961,12.8665,12.2832,11.8902,13.5253,11.6118,12.1209,12.6157,12.3641,11.9116,11.8364,12.1192,11.6677,12.2056,11.8705,11.553,11.0465,12.6844,12.0646,11.4717,12.3977,11.5361,11.7711,11.5439,11.0196,12.3922,11.3858,11.3021,11.5769,12.7388,11.9508,11.7996,11.1147,12.2677,11.3608,11.223,11.3485,11.3184,12.2093,13.2765,12.5307,13.321,12.2201,12.3015,11.4026,12.3876,12.0221,12.0778,12.2969,12.4055,10.639,11.8998,12.6478,12.2106,10.6512,11.366,12.4484,11.6713,11.9251,12.1919,12.4798
"FNDC10",8.1193,8.0256,8.9732,7.1032,7.8819,6.3112,8.3249,9.9244,7.9152,7.9114,8.1858,7.5445,7.4574,7.4239,8.4016,7.9477,8.2353,8.3657,8.0743,8.0473,8.6228,9.4935,8.5582,9.2202,9.8074,10.1822,9.8143,8.456,8.6212,7.8945,9.8548,9.3952,8.2434,8.2877,10.1386,11.3454,8.4067,8.143,10.7482,8.9311,9.9859,6.8073,9.401,9.2963,8.4113,10.1296,8.6516,9.5044,9.3891,8.6827,7.7078,10.5063,9.0337,8.8393,9.4834,8.8116,8.7768,8.6043,8.7114,9.954,8.9231,8.8037,8.4636,8.9921,9.6524,7.8818,7.4531,9.9867,8.7539,8.0287,9.0548,7.5582,10.4989,9.3141,9.3357,11.106,11.549,11.0507,7.8631,9.3477,9.9116,9.0715,8.6296,10.3879,8.0934,8.2949,11.518,7.0059,8.6651,8.58,11.335,9.0537,8.3861,9.0636,9.8003
"MIB2",9.8008,9.9461,10.6893,9.6471,9.5579,11.5172,10.0374,10.1034,9.65,9.6142,9.856,9.3518,8.9973,8.9833,8.9115,8.8732,8.7669,9.2053,8.6958,9.1487,9.0994,7.9923,9.2166,9.7273,9.3951,10.0719,8.4499,8.776,9.2384,8.7402,9.8099,10.347,8.6122,9.1128,10.354,10.7305,9.037,9.3619,9.5082,8.4158,9.7508,8.8264,9.1861,10.1187,8.4587,9.7452,8.6009,9.8185,10.1915,9.1226,8.9402,10.6221,8.4319,7.5313,9.4544,9.3286,9.6002,8.648,8.0084,10.2135,8.7932,8.5251,8.7785,9.6207,10.0523,9.0171,9.5701,7.7518,9.078,8.9989,9.1321,10.0105,8.7416,10.1261,9.9012,10.2727,9.7318,10.282,9.9155,10.5107,10.5366,7.456,8.7409,11.2024,9.3076,10.4881,10.4171,9.6917,9.88,7.5639,9.9928,10.6191,10.2318,9.0608,10.0812
"MMP23B",6.137,6.2583,6.9372,6.4552,6.6856,6.2505,6.474,7.1001,6.6638,6.8064,6.4084,6.2942,6.425,7.6298,7.3641,6.1684,6.4858,6.2552,7.3424,7.1231,6.6788,6.0293,6.6415,6.7045,6.8194,7.3144,5.8961,6.206,5.8312,6.2898,6.4281,6.3399,5.7888,6.3379,7.0246,10.0397,6.4063,6.0905,5.8274,6.2913,6.4698,6.0653,6.0356,7.2928,5.9412,7.4491,6.5676,6.3591,6.5964,5.9304,5.9246,7.1812,6.4696,5.87,6.213,6.7384,6.4366,6.6302,6.0666,6.0515,6.3712,6.0309,6.7976,5.792,7.2908,6.9471,6.4885,6.108,6.1892,5.5557,6.3864,6.8121,6.0586,6.2859,6.6862,6.2863,7.1777,6.0819,6.2628,5.9468,6.0294,6.0669,6.0976,7.7113,5.8546,7.5377,6.2451,6.1234,6.4262,6.0198,6.0649,6.3814,6.7152,6.3854,6.7637
"CDK11B",10.5359,10.5602,10.9797,10.5245,10.4156,11.2998,10.3568,10.9038,10.5856,10.5842,10.6639,10.0809,10.2985,10.5932,10.0163,10.3636,10.4441,10.1277,10.1173,9.991,10.4201,11.056,10.6227,11.4214,10.6119,10.7619,10.5621,10.3393,10.5273,10.1008,10.8478,10.6431,10.4767,10.4948,11.0979,11.1632,10.8695,11.0654,10.7245,10.2283,11.0533,10.6724,11.0165,11.2387,10.9431,11.0152,10.6221,11.1127,11.3221,10.3951,9.9376,11.2172,10.6799,9.2851,10.6942,10.6378,10.7073,10.117,9.6278,11.0001,10.2436,9.9908,9.8526,11.3458,10.5978,10.0723,10.3745,9.4571,10.3354,10.0484,10.3558,10.7033,10.8896,11.0642,10.627,11.1031,10.2744,10.8386,10.5713,11.0989,10.6945,9.4701,10.2371,10.9066,8.981,10.9595,10.9259,10.4595,9.8787,9.4001,10.9383,10.2964,10.967,10.2817,11.0563
"SLC35E2B",12.1654,12.1412,11.3459,11.9245,12.0639,11.3375,11.3034,11.7774,11.9522,12.1153,11.7073,11.5596,11.2582,10.8389,11.5225,12.2457,12.1523,11.88,11.8491,11.5462,11.3736,11.4979,11.5547,11.7062,11.7372,10.8514,10.9301,9.9456,12.0244,10.4071,11.5827,10.9314,11.5098,11.5029,12.4806,10.3699,11.4939,11.4417,11.7245,12.6502,11.6874,12.0201,11.4898,12.267,10.9931,11.5539,11.1029,12.2867,12.0523,11.7566,11.46,11.7086,11.5277,11.5263,12.4761,12.2082,12.4894,12.2899,11.3846,12.046,11.8489,10.9458,11.3882,11.8155,10.9635,11.3652,10.7315,10.3554,11.608,11.1376,11.1127,11.282,11.6121,10.9393,11.3893,11.176,11.9652,11.1752,11.148,12.5713,11.4714,10.5872,10.81,10.8053,11.8043,11.3259,10.9381,11.029,10.6229,11.1125,11.4266,13.0926,11.7304,10.9215,10.1412
"CDK11A",9.6882,10.1348,10.4447,10.0285,9.7393,10.2055,9.9053,10.0486,9.9704,9.9541,10.107,9.1682,9.844,9.6229,9.3859,9.7714,9.6266,9.4455,9.4823,9.6181,9.7926,10.2296,9.7781,10.2527,9.8791,10.23,9.5081,9.6387,9.99,9.3587,9.9546,9.861,9.7555,9.8801,10.3304,10.5929,10.0847,10.1302,10.0838,9.2885,10.2862,9.6486,10.2273,10.5985,10.296,10.3228,9.8574,10.3529,10.987,9.9956,9.2071,10.6741,9.8762,8.4025,9.8344,10.0351,9.8168,9.5942,8.9642,10.3578,9.6755,9.4141,9.3506,10.6654,9.6132,9.2872,9.7502,8.685,9.5499,9.0864,9.5379,10.3729,10.1051,10.2544,9.88,10.4741,9.7134,9.8946,9.8632,10.3519,10.1047,8.6194,9.457,10.5032,8.8142,10.5541,10.2616,9.9544,9.4733,8.623,9.7773,10.0047,10.2515,9.3203,10.2929
"SLC35E2",9.1274,8.9061,7.5066,8.7297,9.1735,8.5303,8.8153,8.0433,8.9117,8.658,8.6796,8.2466,8.3918,7.3945,8.2995,8.8463,8.8703,8.8227,8.5777,8.4802,7.9171,7.8233,8.2267,8.5327,8.1173,7.4558,7.8347,7.2216,8.5529,7.8065,8.3201,7.9288,8.4104,8.0955,9.1968,7.18,7.8903,8.4866,8.2729,8.9396,8.7069,8.5479,7.5586,8.7787,7.8715,7.632,8.3977,7.9585,8.3391,8.8054,8.3729,7.6377,8.1613,8.1284,8.5632,8.7179,9.1552,9.0113,8.277,8.0828,9.0958,7.5986,8.1981,8.4975,7.1618,8.2511,7.9761,7.5436,8.1949,8.1935,7.9909,8.1507,8.1939,7.3316,8.0629,7.9825,7.5835,7.8852,8.3242,9.4955,7.9928,7.148,7.7103,7.5086,9.6598,7.9015,7.9595,8.2275,7.6326,7.9913,7.47,10.6562,8.7694,6.9796,7.3064
"NADK",10.7651,11.4763,11.4186,11.2101,10.8513,9.7255,10.7865,11.2753,11.1928,11.3118,11.1604,10.6071,10.9314,11.8479,11.0659,10.6166,11.5657,10.6937,12.0116,10.9361,11.4546,11.5254,11.4954,12.0744,11.3472,11.3952,10.8812,10.6986,11.1251,10.6885,11.2161,10.9677,10.9134,10.9966,11.3893,11.6008,11.1599,11.99,11.8801,11.0453,11.5291,11.7911,11.1067,11.4742,11.5749,11.3352,11.7211,11.7613,11.4261,11.6628,10.2765,11.7771,11.4197,9.9235,11.5467,11.2197,10.9891,10.7789,10.9832,11.1829,11.1384,10.1797,11.5351,12.0328,11.1516,11.1134,10.901,10.5532,10.8421,11.3451,10.7331,11.1358,11.2808,11.5408,11.5687,11.3156,10.6687,11.0742,10.6865,11.0088,11.1056,10.0692,10.8854,11.3769,10.3953,11.4882,12.0103,11.0592,10.3692,10.7673,11.3536,11.0268,11.6845,10.8984,11.53
"GNB1",13.4428,13.4258,13.3501,13.5289,13.632,12.6351,13.2471,13.5692,13.4078,13.5977,13.4329,13.3465,13.5476,13.9339,13.6805,13.3977,13.7239,13.5473,14.0013,13.4946,13.8408,14.0597,13.8433,15.3792,13.7274,13.4781,13.6004,13.3843,14.0135,13.3733,14.2761,13.7697,14.0741,13.9294,13.6833,13.3199,14.0564,14.3994,14.3552,13.5494,14.4022,14.4334,14.1861,13.999,13.8613,13.4589,13.8611,13.6142,13.4207,13.739,13.47,13.7894,13.9752,13.845,13.8816,13.5365,13.6628,13.7391,13.6465,14.2143,13.7218,12.613,13.8283,14.1314,13.475,13.4877,13.1285,12.9613,13.4564,13.2207,13.7564,12.8832,14.2645,13.8383,14.4675,14.2217,13.1419,14.3456,13.5051,15.2209,13.1181,13.3151,13.631,13.5054,13.4672,13.4427,13.5243,13.8908,12.8209,13.4705,13.6132,13.9441,14.0941,13.3258,14.2004
"CALML6",5.8039,6.2583,6.3151,6.0966,5.9305,11.3093,6.3826,6.2172,5.896,6.3982,6.1473,6.2513,6.042,5.6737,5.5557,6.0598,6.1291,6.0411,5.7455,6.0631,5.8135,6.1803,5.8323,5.9141,5.7751,6.4394,5.7343,5.8448,5.5603,6.3559,5.5718,6.1972,5.9723,5.3397,6.1517,7.5069,5.9506,5.955,6.3304,5.8343,6.3015,6.4988,5.5617,6.6142,6.1233,6.6794,6.8097,6.2651,7.2731,6.781,5.6539,6.414,6.0382,5.5779,6.1822,5.8974,6.7258,5.6338,5.8973,6.1489,6.2661,5.8308,6.1586,5.8926,6.8996,5.95,5.9912,5.7443,5.8491,5.7131,5.9974,6.6951,5.718,5.9568,5.891,6.3935,6.8263,5.5657,6.1072,5.5557,6.2073,5.5844,5.7806,6.7408,5.7048,6.1598,6.9415,5.9573,5.8162,5.7586,7.4056,6.574,6.5086,5.7423,6.073
"TMEM52",6.5054,6.6948,6.5841,6.4367,6.2645,12.6809,6.5248,6.8824,5.8551,6.473,6.2272,6.5475,6.425,6.2416,6.4559,6.2405,6.5853,6.6756,6.6074,6.3922,6.7326,6.0293,6.3343,6.6867,6.4479,6.1578,6.9092,6.6896,6.9876,7.0146,6.7685,6.443,6.4189,6.456,6.3401,7.6061,7.9035,6.5443,7.738,6.1883,6.6124,7.6383,7.266,6.3533,6.7004,7.4159,6.6175,8.7664,6.6317,6.5961,5.835,7.4972,6.8051,6.8825,7.5016,6.4355,6.6383,6.5045,7.6803,6.118,6.1454,5.9961,6.5213,6.7384,6.5261,6.0669,6.0899,6.4371,6.2364,6.4169,6.8654,6.653,6.6121,7.3879,6.9495,10.6355,7.1182,6.8812,6.3518,5.9081,7.3699,7.135,7.2972,7.3999,5.8546,6.9216,9.7425,7.9637,6.1839,6.5637,8.6621,6.03,6.6172,6.8957,6.1413
"CFAP74",6.4177,5.9775,6.0194,5.8124,5.8522,5.3397,6.0264,5.9465,5.8551,6.2727,5.9144,6.0788,6.0099,5.5761,5.8665,5.7025,5.6653,6.0091,5.5745,6.2446,5.7505,5.8296,5.9214,6.0409,6.3872,6.0594,5.6622,5.792,6.6053,5.645,5.7409,6.1147,7.5304,5.9531,5.6618,6.164,5.9506,6.2034,5.9356,6.2414,6.026,6.4988,5.8341,5.842,6.1844,5.9559,6.0522,5.6529,5.9731,5.999,5.835,6.0069,5.5625,6.1549,5.8116,5.7624,5.9716,5.7549,5.7623,5.7926,6.1454,7.2154,7.8694,5.8449,5.9865,7.3021,5.9912,5.861,7.3383,5.5557,5.7578,5.6978,5.8271,5.7317,5.8435,6.3679,6.1978,5.3397,5.9445,5.6449,5.7784,5.3397,5.8322,6.9552,5.7048,6.1226,6.1918,5.6503,5.7095,5.7586,7.3478,5.7407,5.836,5.8584,6.0361
"GABRD",5.9254,6.5014,6.5148,5.936,6.0307,6.033,5.805,6.6904,6.0346,6.3785,5.8723,6.0504,6.042,6.2416,6.0806,5.8073,5.7992,5.7653,5.9118,6.2212,7.9439,7.1811,6.5908,8.5025,7.5355,8.311,6.411,7.232,7.2165,7.0258,7.6667,7.9175,7.7259,7.912,7.2813,8.3237,8.4601,7.9273,7.5157,8.2264,7.628,8.3361,7.2266,8.1725,8.2779,8.0081,7.0638,8.9094,6.5412,6.6711,7.2785,8.8747,7.1286,8.1799,7.2934,7.0394,7.2456,7.0431,6.7381,7.3906,6.7571,8.098,7.1198,6.359,8.0644,8.7702,7.5545,7.6518,7.0886,6.0496,6.668,6.7617,8.8007,6.458,8.0238,7.9423,8.6924,6.0819,8.2652,7.1216,7.4044,6.0261,5.9213,7.9635,6.1476,7.1582,8.7286,6.3056,6.7078,7.469,7.3673,6.1343,7.5186,7.4632,6.3662
"PRKCZ",9.7534,9.3826,10.2811,9.3057,9.8472,7.0836,9.7079,10.3486,9.1032,9.0838,9.3723,9.4639,9.0879,7.0016,8.9994,9.4514,8.7669,9.5015,8.3069,8.8897,9.6089,10.3451,8.2406,11.8351,10.1464,9.8107,9.5848,8.6398,9.928,8.8361,10.9985,9.9471,10.1048,9.3099,10.1515,11.1412,10.5191,9.9872,10.0218,9.6121,10.3853,10.0741,10.7163,10.778,9.4949,9.8692,9.2144,10.5195,9.7589,9.5934,8.6112,11.0671,9.7107,8.8877,9.6831,9.2496,10.1636,9.9144,9.1588,10.2012,10.0033,9.209,9.7292,10.2183,9.9252,8.3106,8.8575,9.1624,9.4827,9.0421,9.5412,9.2897,10.4234,10.04,10.7102,10.981,9.803,9.5834,10.1665,9.3817,10.0453,8.7156,9.757,10.5665,8.6539,9.4997,10.4977,10.7008,8.4097,8.9971,10.4314,9.7054,11.6211,8.9626,10.2454
